"Swap 
 Percentage",Measurement,Feature,internet,paid,Walc,famrel,higher,Medu,sex,famsup,guardian,Fjob,health,studytime,traveltime,schoolsup,reason,romantic,goout,nursery,freetime,Pstatus,activities,absences,age,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
10%,"Jensen-Shannon
 divergence",reason,0.0105/0.0292,0.0078/0.0325,0.0058/0.0067,0.0059/0.0163,0.0/0.0074,-,-,-,0.0106/0.0087,-,-,0.0193/0.0154,0.0093/0.0128,0.0039/0.0223,-,-,-,0.0081/0.0216,-,0.0137/0.0087,-,0.0019/0.0165,-,,0.00857261699224909,0.00857261699224909,0.10762999775659572,0.294998448986224,[],"[0.02918075560129893, 0.03253824630632195, 0.00674324003922896, 0.01630526573401667, 0.00738943475458991, 0.008711458955607099, 0.015404708897247299, 0.0128378472745764, 0.022274574227625348, 0.02162594954137284, 0.008652998376600779, 0.01645028182020708]","[0.03968785978688455, 0.040346256186045114, 0.012532476938348691, 0.022216566393339007, 0.00738943475458991, 0.019319795879541517, 0.03467147466244841, 0.02218012052684958, 0.026188496154437527, 0.029706424874352072, 0.02237615881684949, 0.01838338401253807]"
30%,"Hellinger
 distance",reason,0.1296/0.3001,0.1012/0.3069,0.0877/0.1382,0.1124/0.2228,0.0099/0.1026,-,-,-,0.0959/0.1364,-,-,0.1313/0.201,0.1264/0.1513,0.0716/0.2045,-,-,-,0.1148/0.258,-,0.1477/0.1183,-,0.086/0.2024,-,,0.10810666999391776,0.10810666999391776,1.279357534169637,3.557028337642263,[],"[0.30012927217335206, 0.3069422224316597, 0.1381578310502438, 0.2227634814204209, 0.10263450630040735, 0.13636434803576353, 0.20103468837358068, 0.15125648483482607, 0.20450981980568791, 0.25799560968336355, 0.11830087414473518, 0.20241259009739793]","[0.42968943593998865, 0.40813174763772825, 0.22586885449480681, 0.3352122962483909, 0.11251374821634415, 0.23225960345541813, 0.3323547954694367, 0.2776766575662786, 0.27606161926394607, 0.37284153055803404, 0.26598944519077433, 0.2884286036011157]"
30%,"Wasserstein
 distance",reason,0.002/0.0135,0.0012/0.0104,0.0009/0.0022,0.0015/0.0057,0.0001/0.0015,-,-,-,0.0009/0.0021,-,-,0.002/0.0062,0.0021/0.0041,0.0013/0.0036,-,-,-,0.0018/0.0066,-,0.0023/0.0014,-,0.0014/0.0059,-,,0.00150359200964169,0.00150359200964169,0.03304739990598723,0.08050973353347231,[],"[0.0135237032760126, 0.01036702253684127, 0.0022496381406206896, 0.00570387485110733, 0.0014992796042603, 0.0021001414207327896, 0.00615955235307329, 0.00405366105849864, 0.0036066083672954092, 0.006603730107355621, 0.00135553275821425, 0.005864871318678901]","[0.015478660382238869, 0.01157162110670717, 0.0031509308653294094, 0.00720602939228855, 0.00164877632414819, 0.0029999966769810498, 0.00811307199083911, 0.0061552399476919, 0.004956391251667809, 0.00840344061985216, 0.0036094833042163202, 0.007216091671511771]"
30%,"Total variation
 distance",reason,0.0636/0.28,0.041/0.2588,0.0337/0.0561,0.0427/0.1361,0.0026/0.0402,-,-,-,0.0324/0.051,-,-,0.0496/0.1273,0.0656/0.0798,0.0312/0.095,-,-,-,0.0453/0.1772,-,0.0557/0.0396,-,0.0364/0.1309,-,,0.04196356804115418,0.04196356804115418,0.7780019181698135,3.444058939474314,[],"[0.28001205944897883, 0.25876719638671514, 0.05614089234375961, 0.1360933111383646, 0.04021986730239102, 0.051002957679094116, 0.1273338094820167, 0.07980788024758907, 0.09497172467943513, 0.17723090872708086, 0.03961656809615062, 0.13087952472574274]","[0.6236115358275942, 0.5585584562566588, 0.14601548960716304, 0.31487145265967276, 0.08307131355215047, 0.13443488381200136, 0.3042686426940636, 0.22521479431160318, 0.2211869370539708, 0.3997837981050897, 0.13492453942767085, 0.29811709616667503]"
30%,"Jensen-Shannon
 divergence",reason,0.0254/0.0568,0.0198/0.0591,0.0172/0.0272,0.0222/0.0435,0.002/0.0203,-,-,-,0.0189/0.027,-,-,0.026/0.039,0.0247/0.0296,0.014/0.0405,-,-,-,0.0227/0.0502,-,0.0292/0.0234,-,0.0169/0.0394,-,,0.0213823734813893,0.0213823734813893,0.24936274148828036,0.6948707114810043,[],"[0.056780740441922106, 0.05914161576371239, 0.027243899285745103, 0.04347119229968639, 0.02030262168208863, 0.026977616728540453, 0.03903056970417508, 0.029589064840884322, 0.04049972620694929, 0.05015981706898115, 0.02340880302431914, 0.039355068966778074]","[0.08215468369556989, 0.07894788836382528, 0.04442120302274498, 0.06568474450636644, 0.022266634930723138, 0.045906734037447355, 0.06500011752472669, 0.05433020866551433, 0.05447321278803608, 0.07281179073071503, 0.05264694247406013, 0.056226550741275]"
50%,"Hellinger
 distance",reason,0.193/0.3902,0.1697/0.4061,0.1679/0.187,0.1565/0.2936,0.0436/0.17,-,-,-,0.1661/0.1771,-,-,0.2141/0.266,0.1695/0.2214,0.0887/0.2964,-,-,-,0.152/0.346,-,0.1749/0.1522,-,0.1799/0.2788,-,,0.16216722489025442,0.16216722489025442,1.7546077113141145,5.060573045544208,[],"[0.39015643406890993, 0.4061102528144579, 0.18698503555850565, 0.2936228158350557, 0.16998450115641384, 0.17711700918363968, 0.26604938002913225, 0.22139679523767458, 0.29640160394639115, 0.34603480941242976, 0.152243227747986, 0.27877910785712356]","[0.5831725011268145, 0.5758245469623228, 0.3548600131900213, 0.4500941496228342, 0.21359358480770682, 0.34323204348593583, 0.48010437962937114, 0.39088736197657403, 0.38506475234331594, 0.4980005919041469, 0.3271074851067608, 0.45863163538840335]"
50%,"Wasserstein
 distance",reason,0.0032/0.0228,0.0026/0.0186,0.003/0.0035,0.0019/0.0093,0.0005/0.003,-,-,-,0.0024/0.0024,-,-,0.0036/0.0102,0.0029/0.0066,0.0018/0.0087,-,-,-,0.0024/0.0102,-,0.0029/0.0016,-,0.0022/0.009,-,,0.00165021379260865,0.00165021379260865,0.05466980048823444,0.13531465605699014,[],"[0.022837061431336313, 0.01862815377910791, 0.0034513617735656803, 0.0093061708130214, 0.003002871613902, 0.00240488473435044, 0.010210338474651078, 0.00660947998119746, 0.008715371275772118, 0.01020602606926969, 0.0016487763241481903, 0.00901867712092929]","[0.025992304702047123, 0.02118397270180669, 0.006454233387467661, 0.011255378045405828, 0.00345423671048659, 0.0048083320002403895, 0.013814071905025567, 0.00946141740675111, 0.010515081788268658, 0.01260516092977826, 0.0045021512181622906, 0.01126831526154998]"
50%,"Total variation
 distance",reason,0.1132/0.4829,0.0925/0.4571,0.0965/0.0969,0.0705/0.2305,0.0253/0.082,-,-,-,0.0816/0.0788,-,-,0.0991/0.2166,0.0992/0.148,0.0549/0.1956,-,-,-,0.07/0.303,-,0.0737/0.0586,-,0.1068/0.2326,-,,0.06286854824984969,0.06286854824984969,1.3541507894417766,6.148349223466497,[],"[0.48294597242440035, 0.45708670010923325, 0.0969322151496479, 0.2304995031743632, 0.08196090990296775, 0.07875061136329982, 0.21655891377678532, 0.1479598134734948, 0.19562233104650875, 0.3029797360690165, 0.058622789659170546, 0.23264498623496538]","[1.0790932833733233, 1.006719206284851, 0.29032033180096384, 0.5315235687439982, 0.18926531688856302, 0.2390565844618714, 0.5321969016169752, 0.39516244062729206, 0.44611706434611964, 0.6759134953531724, 0.1909340608411249, 0.5720469691282432]"
50%,"Jensen-Shannon
 divergence",reason,0.0375/0.0713,0.0331/0.0764,0.0326/0.0366,0.0308/0.0566,0.0084/0.0334,-,-,-,0.0325/0.0351,-,-,0.0426/0.0509,0.033/0.043,0.0171/0.058,-,-,-,0.0298/0.0666,-,0.0347/0.0302,-,0.0349/0.0537,-,,0.03210481217092725,0.03210481217092725,0.33797566227059067,0.9786257198556074,[],"[0.07126763483983845, 0.07636721960489493, 0.036611348502209956, 0.05661524960337454, 0.03338641749173914, 0.03508545188099095, 0.05091269696571342, 0.042988143165590444, 0.05802127986979229, 0.06663099322141276, 0.03015593927726043, 0.05369932577650945]","[0.10879190892348803, 0.10948078445472056, 0.0692393638497454, 0.08737886279107711, 0.04176245756790131, 0.06757602610877385, 0.09348853043308541, 0.07594285362975275, 0.07510869652354583, 0.09646185118231244, 0.06483359308815084, 0.08856079130305387]"
70%,"Hellinger
 distance",reason,0.2378/0.4804,0.1898/0.4878,0.2192/0.2295,0.2138/0.3595,0.0436/0.2075,-,-,-,0.1984/0.1931,-,-,0.2327/0.3338,0.2403/0.2613,0.0945/0.3565,-,-,-,0.1937/0.4107,-,0.2063/0.2006,-,0.1682/0.3434,-,,0.20341334063149055,0.20341334063149055,2.135462152439724,6.1023333975885965,[],"[0.48037024881051266, 0.4877821807762525, 0.22945169150531225, 0.3594762735817871, 0.20753625187076685, 0.19308593041781996, 0.3337818642524454, 0.26129633557611853, 0.3565205814060742, 0.41074907465038957, 0.20064143122710756, 0.34340575954188046]","[0.7181397416820292, 0.6776034606761324, 0.44861591308016446, 0.5732823702573885, 0.2511453355220598, 0.3914947879821052, 0.5664725670728195, 0.5015807773382672, 0.45097085573138995, 0.6044268814900644, 0.40697038938710217, 0.5116303173690748]"
70%,"Wasserstein
 distance",reason,0.0048/0.0347,0.0018/0.0278,0.0044/0.0048,0.0026/0.0135,0.0005/0.0036,-,-,-,0.003/0.0041,-,-,0.0033/0.0161,0.0038/0.0093,0.0015/0.0098,-,-,-,0.0021/0.0138,-,0.0029/0.002,-,0.0018/0.014,-,,0.00135409528975379,0.00135409528975379,0.07805238120031555,0.18569217572228974,[],"[0.034713425851661164, 0.02779632761992513, 0.004802582126398561, 0.013516515933710279, 0.00360660836729541, 0.00405941093234048, 0.01607520979333, 0.009316233092244632, 0.00977191059421062, 0.013808322031183767, 0.00195064470084491, 0.013979380777978561]","[0.03952607025728296, 0.02959891306934259, 0.00915811156159391, 0.01607089738794859, 0.00405797346388001, 0.00706228254624248, 0.01938282472084964, 0.013066588305586112, 0.01127262766693139, 0.015908463451916557, 0.00480258212639855, 0.01578484116431695]"
70%,"Total variation
 distance",reason,0.1785/0.7157,0.1135/0.6687,0.1703/0.1383,0.113/0.3467,0.0438/0.1137,-,-,-,0.1099/0.0971,-,-,0.104/0.3383,0.1757/0.2073,0.0741/0.2549,-,-,-,0.0941/0.4134,-,0.0864/0.0851,-,0.1159/0.351,-,,0.0839009342862943,0.0839009342862943,1.9490388554300666,8.83973157230181,[],"[0.7157152678879433, 0.668669092257802, 0.1383154628814989, 0.3466942563968342, 0.11373888361820854, 0.09710906734770572, 0.33833334068510684, 0.2072735919999718, 0.2549363718841187, 0.4134141617432692, 0.08509995087238231, 0.35097639471270303]","[1.6099254104664134, 1.4508060809835004, 0.4469122495622607, 0.8063706919048796, 0.2712872910459409, 0.30411936991561206, 0.7806985692328294, 0.590251187598684, 0.5839319536590903, 0.9209354080083827, 0.256623947905717, 0.8178694120184993]"
70%,"Jensen-Shannon
 divergence",reason,0.0459/0.0839,0.0369/0.0893,0.0423/0.0449,0.042/0.0687,0.0083/0.0408,-,-,-,0.0387/0.0381,-,-,0.0465/0.0625,0.0463/0.0503,0.0181/0.0699,-,-,-,0.0382/0.0784,-,0.041/0.0397,-,0.0324/0.0652,-,,0.04027768944591389,0.04027768944591389,0.40614817584959867,1.168332291152721,[],"[0.08391058731480852, 0.08926469605625267, 0.044932234214931435, 0.06869496188777503, 0.040758859206801, 0.03814467162969892, 0.06253183289687331, 0.05026324140841911, 0.06987461277017838, 0.0784124337991139, 0.03971289918189721, 0.06523994244061998]","[0.12977417170201674, 0.12619318729852466, 0.08726343650404508, 0.11066135259859206, 0.04901343466042202, 0.07685952672677981, 0.10902944933836628, 0.09658564738725105, 0.0879347756602753, 0.11657298922028231, 0.08075529133549844, 0.09768902872066704]"
10%,"Hellinger
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0337/0.0814,-,,0.06890466456505118,0.06890466456505118,0.10962018525214864,0.11516088310955114,[],[0.08143104137419495],[0.11516088310955114]
10%,"Wasserstein
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0006/0.0015,-,,0.00119884869602406,0.00119884869602406,0.0019477697639239799,0.00209726648381186,[],[0.00149784213579984],[0.00209726648381186]
10%,"Total variation
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0108/0.0288,-,,0.02391265597147946,0.02391265597147946,0.038291898052927396,0.06834426159989351,[],[0.02875848416289587],[0.06834426159989351]
10%,"Jensen-Shannon
 divergence",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0067/0.0161,-,,0.01366960273588573,0.01366960273588573,0.021736583979740844,0.02283883095714755,[],[0.016133962487710228],[0.02283883095714755]
30%,"Hellinger
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0846/0.1828,-,,0.15036929327083853,0.15036929327083853,0.24176291574398306,0.2673582773556681,[],[0.1827872449462891],[0.2673582773556681]
30%,"Wasserstein
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0017/0.006,-,,0.0036037334303745004,0.0036037334303745004,0.006603730107355595,0.00765020714657084,[],[0.00599999335396219],[0.00765020714657084]
30%,"Total variation
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0387/0.1118,-,,0.07486654617515744,0.07486654617515744,0.13074864032277767,0.2622619031969657,[],[0.11176418829524044],[0.2622619031969657]
30%,"Jensen-Shannon
 divergence",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0165/0.0356,-,,0.029457720843383252,0.029457720843383252,0.04723479089269296,0.05203910296552425,[],[0.035554140098619416],[0.05203910296552425]
50%,"Hellinger
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1418/0.2655,-,,0.22365067298440847,0.22365067298440847,0.35638634674037767,0.4073078592412123,[],[0.2654713475119384],[0.4073078592412123]
50%,"Wasserstein
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003/0.0096,-,,0.006458545792849111,0.006458545792849111,0.01126256538770817,0.01261234827208058,[],[0.00960803918971812],[0.01261234827208058]
50%,"Total variation
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1032/0.1971,-,,0.14920398596766726,0.14920398596766726,0.24773821798996698,0.4973082405166087,[],[0.1970684640445994],[0.4973082405166087]
50%,"Jensen-Shannon
 divergence",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0272/0.0512,-,,0.043446661116665404,0.043446661116665404,0.06902214874941431,0.07836479113037215,[],[0.05115097526549783],[0.07836479113037215]
70%,"Hellinger
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2024/0.3124,-,,0.2569350908555611,0.2569350908555611,0.4131549152980554,0.514796268214984,[],[0.31243964888498865],[0.514796268214984]
70%,"Wasserstein
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0069/0.015,-,,0.00946572981213252,0.00946572981213252,0.0169779399864992,0.02192570642740431,[],[0.015024420348733358],[0.02192570642740431]
70%,"Total variation
 distance",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2168/0.2797,-,,0.20390397575744115,0.20390397575744115,0.3437731367932127,0.7763126159055285,[],[0.2797383220715431],[0.7763126159055285]
70%,"Jensen-Shannon
 divergence",guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0381/0.0591,-,,0.049333713181937335,0.049333713181937335,0.07889478982280056,0.09725380934068267,[],[0.05912215328172645],[0.09725380934068267]
10%,"Hellinger
 distance",traveltime,-,-,-,-,0.0/0.0706,-,-,-,0.0593/0.0634,-,-,-,-,-,-,-,-,-,-,-,-,0.0747/0.1494,-,,0.07783178152862624,0.07783178152862624,0.21950719301659993,0.41731806496501034,[],"[0.07059967450589641, 0.06336756748316658, 0.1493835809868844]","[0.07059967450589641, 0.12264301897878738, 0.22407537148032658]"
10%,"Wasserstein
 distance",traveltime,-,-,-,-,0.0/0.001,-,-,-,0.0009/0.0013,-,-,-,-,-,-,-,-,-,-,-,-,0.0015/0.0033,-,,0.00165165126106912,0.00165165126106912,0.0045050261550832055,0.008108759585457651,[],"[0.0010493519761361502, 0.0013497828843724, 0.0033076149275196205]","[0.0010493519761361502, 0.00225107560908112, 0.004808332000240381]"
10%,"Total variation
 distance",traveltime,-,-,-,-,0.0/0.0249,-,-,-,0.0202/0.0247,-,-,-,-,-,-,-,-,-,-,-,-,0.0298/0.0701,-,,0.03018059855521153,0.03018059855521153,0.09003341367234799,0.28936671555324944,[],"[0.02485488505747123, 0.024704373423044563, 0.07014637175375713]","[0.04970977011494246, 0.06957750334523463, 0.17007944209307232]"
10%,"Jensen-Shannon
 divergence",traveltime,-,-,-,-,0.0/0.014,-,-,-,0.0116/0.0125,-,-,-,-,-,-,-,-,-,-,-,-,0.0147/0.0293,-,,0.015404708897247299,0.015404708897247299,0.0433399470065868,0.08220471802540194,[],"[0.014022021911120761, 0.012520505063960779, 0.02932794924359745]","[0.014022021911120761, 0.024145889463863618, 0.04403680665041756]"
30%,"Hellinger
 distance",traveltime,-,-,-,-,0.0198/0.1845,-,-,-,0.1877/0.1935,-,-,-,-,-,-,-,-,-,-,-,-,0.1323/0.2903,-,,0.20105599245749217,0.20105599245749217,0.5352075286886662,1.0080018677666267,[],"[0.184527010113466, 0.19351901281908362, 0.29025704952979836]","[0.2042854939453396, 0.38118709224327096, 0.4225292815780161]"
30%,"Wasserstein
 distance",traveltime,-,-,-,-,0.0003/0.003,-,-,-,0.0057/0.0041,-,-,-,-,-,-,-,-,-,-,-,-,0.0029/0.0126,-,,0.00615811488461286,0.00615811488461286,0.015996867762234877,0.028539498813983093,[],"[0.0030043090823624703, 0.00405078612157772, 0.01262241055130384]","[0.0033033025221382503, 0.00975753590960598, 0.01547866038223886]"
30%,"Total variation
 distance",traveltime,-,-,-,-,0.0057/0.0912,-,-,-,0.127/0.1043,-,-,-,-,-,-,-,-,-,-,-,-,0.0725/0.2654,-,,0.12504033645150187,0.12504033645150187,0.3555363517231043,1.1271218574753405,[],"[0.09123884049781386, 0.10434252723733786, 0.2654106628080532]","[0.18813956297329915, 0.3356705195204856, 0.6033117749815557]"
30%,"Jensen-Shannon
 divergence",traveltime,-,-,-,-,0.0039/0.0362,-,-,-,0.0363/0.0378,-,-,-,-,-,-,-,-,-,-,-,-,0.0256/0.0551,-,,0.03901719853402984,0.03901719853402984,0.10356725714196628,0.19489819007630804,[],"[0.03622211674521126, 0.03781002239109365, 0.05506797807956798]","[0.04012925944205812, 0.07406076743171539, 0.08070816320253454]"
50%,"Hellinger
 distance",traveltime,-,-,-,-,0.0296/0.2317,-,-,-,0.2271/0.2633,-,-,-,-,-,-,-,-,-,-,-,-,0.1773/0.3804,-,,0.27477483733762403,0.27477483733762403,0.7124816624986982,1.3094854451004287,[],"[0.2316602829564199, 0.2633247615406351, 0.3804286058250932]","[0.2612980087042303, 0.4904639274803691, 0.5577235089158293]"
50%,"Wasserstein
 distance",traveltime,-,-,-,-,0.0004/0.0045,-,-,-,0.0083/0.008,-,-,-,-,-,-,-,-,-,-,-,-,0.0048/0.0216,-,,0.01080976282266311,0.01080976282266311,0.027862451169106253,0.04762045515813604,[],"[0.004507901092004159, 0.00795782539710943, 0.02163965020377269]","[0.0049578287201282895, 0.01621895663937603, 0.02644366979863172]"
50%,"Total variation
 distance",traveltime,-,-,-,-,0.0163/0.1389,-,-,-,0.1968/0.209,-,-,-,-,-,-,-,-,-,-,-,-,0.1431/0.4712,-,,0.22930562028622042,0.22930562028622042,0.6388592635784197,1.9943906878497937,[],"[0.13885733395071254, 0.20902143848502677, 0.4712285141486593]","[0.2939672558931435, 0.6148915089919255, 1.0855319229647247]"
50%,"Jensen-Shannon
 divergence",traveltime,-,-,-,-,0.0057/0.0453,-,-,-,0.0433/0.0506,-,-,-,-,-,-,-,-,-,-,-,-,0.0339/0.0697,-,,0.05237230517329218,0.05237230517329218,0.13521378524011973,0.24857462720889834,[],"[0.04530781248436712, 0.0506364831410371, 0.06973866450825086]","[0.0510054263658154, 0.0939400333988342, 0.10362916744424876]"
70%,"Hellinger
 distance",traveltime,-,-,-,-,0.0296/0.278,-,-,-,0.2903/0.2769,-,-,-,-,-,-,-,-,-,-,-,-,0.2151/0.4641,-,,0.32076259143679986,0.32076259143679986,0.8302134573844323,1.5539837297466463,[],"[0.2779517757907931, 0.2768845985934345, 0.4640653575110374]","[0.30758950153860354, 0.56718203755179, 0.6792121906562527]"
70%,"Wasserstein
 distance",traveltime,-,-,-,-,0.0004/0.0053,-,-,-,0.0129/0.008,-,-,-,-,-,-,-,-,-,-,-,-,0.0074/0.0323,-,,0.01487636109730594,0.01487636109730594,0.03765448632176335,0.06629317045951827,[],"[0.005265446970666859, 0.007973637550174491, 0.032317165928073474]","[0.0057153745987909895, 0.020899353946635495, 0.03967844191409178]"
70%,"Total variation
 distance",traveltime,-,-,-,-,0.0263/0.1969,-,-,-,0.3389/0.2474,-,-,-,-,-,-,-,-,-,-,-,-,0.2631/0.7014,-,,0.32140202459025485,0.32140202459025485,0.8942585091646098,2.9197307665418935,[],"[0.19689782520560675, 0.24743115954187736, 0.7013839844012258]","[0.4201051742207373, 0.8337185403796212, 1.6659070519415349]"
70%,"Jensen-Shannon
 divergence",traveltime,-,-,-,-,0.0056/0.0542,-,-,-,0.0543/0.0531,-,-,-,-,-,-,-,-,-,-,-,-,0.0403/0.0817,-,,0.06036599546669045,0.06036599546669045,0.1548589013818232,0.28917587650304066,[],"[0.05418385236397003, 0.053133837382293526, 0.08166812208400194]","[0.05978332747373207, 0.10740537044042484, 0.12198717858888376]"
10%,"Hellinger
 distance",studytime,0.0872/0.1436,0.0918/0.1728,0.1157/0.0892,-,0.0198/0.0805,-,-,-,0.0747/0.0788,-,-,-,0.1026/0.059,0.0665/0.0494,-,-,-,0.1467/0.1386,-,0.1503/0.1273,-,0.0855/0.0477,-,,0.09727530312561922,0.09727530312561922,0.590638688763584,1.9275894658008907,[],"[0.14359645505849336, 0.1727749119959191, 0.08915600453890185, 0.08047891642183322, 0.07878390648098797, 0.05902542264911438, 0.049396209579684, 0.13855221411858587, 0.12726153079357105, 0.047701199638838766]","[0.2308146223610793, 0.2645780514280279, 0.20480974379043007, 0.10023740025370681, 0.15347569697443014, 0.16165992894952175, 0.11590376809803463, 0.2852886602122633, 0.27759723673281717, 0.1332243570005795]"
