"Swap 
 Percentage",Measurement,Feature,internet,paid,Walc,famrel,higher,Medu,sex,famsup,guardian,Fjob,health,studytime,traveltime,schoolsup,reason,romantic,goout,nursery,freetime,Pstatus,activities,absences,age,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Hellinger
 distance",freetime,0.0859/0.292,0.068/0.3066,0.0675/0.1391,0.0971/0.1812,0.0099/0.1061,-,-,-,0.0855/0.1116,0.073/0.136,-,0.1255/0.2007,0.0935/0.1516,0.0395/0.2258,0.1043/0.0773,0.0971/0.2128,0.091/0.1583,0.0995/0.2608,-,0.1417/0.1255,-,0.0945/0.2209,-,,0.11484592087467049,0.11484592087467049,1.5681074632671201,4.279910895662482,[],"[0.2920221150698547, 0.30659490627540265, 0.13912444344769276, 0.18119790963011462, 0.10612299925573283, 0.11164099645111222, 0.1360493858008829, 0.20065264676817846, 0.1515714470697067, 0.2257818057062188, 0.07733892538664916, 0.21282826873708158, 0.15834423763572025, 0.260826166906591, 0.125532981167465, 0.2208938494764956]","[0.3778937743517369, 0.3745474458880921, 0.2065841269184051, 0.27829531884863734, 0.11600224117166963, 0.19716415381285296, 0.20904616635347986, 0.3261856279356435, 0.24506959644266077, 0.265298773369966, 0.18166844162790174, 0.30992567795560433, 0.24933955869097135, 0.3603206821718143, 0.26722518632123493, 0.31534412380181137]"
30%,"Wasserstein
 distance",freetime,0.0006/0.0129,0.0009/0.0108,0.0009/0.0024,0.0014/0.0022,0.0002/0.0024,-,-,-,0.0014/0.0018,0.001/0.0018,-,0.0017/0.0062,0.0015/0.0035,0.0006/0.0042,0.0008/0.001,0.0011/0.0057,0.0011/0.0036,0.002/0.0066,-,0.0024/0.001,-,0.0006/0.0069,-,,0.00119884869602405,0.00119884869602405,0.03776229645629768,0.09101619051097812,[],"[0.012921403991079623, 0.01081551269650496, 0.0024020097974294897, 0.0022496381406207, 0.00239769739204812, 0.0017982730440360903, 0.0017997105124965503, 0.0061595523530733, 0.0034513617735656603, 0.00420315777838655, 0.0010493519761361502, 0.0057067497880282595, 0.00360517089883495, 0.006600855170434692, 0.00104935197613616, 0.006917098231736]","[0.013525140744473033, 0.01171824288967415, 0.0033033025221382096, 0.00360373343037448, 0.00254863158039647, 0.00314949339686896, 0.0028461875517117904, 0.007814078551063341, 0.00495495378320733, 0.004804019594859031, 0.0018011479809569803, 0.0067604141695457995, 0.00466027274881296, 0.008555812276660982, 0.00345136177356565, 0.00751939751666894]"
30%,"Total variation
 distance",freetime,0.0306/0.2675,0.0297/0.2593,0.0234/0.0564,0.0322/0.0837,0.0053/0.0483,-,-,-,0.0351/0.0468,0.0248/0.0487,-,0.0452/0.1257,0.0389/0.0728,0.0151/0.1162,0.0312/0.0223,0.0351/0.1326,0.037/0.0814,0.0462/0.1759,-,0.0537/0.0401,-,0.0309/0.1477,-,,0.0376909910634693,0.0376909910634693,0.9004674699107619,3.9653557385861675,[],"[0.26754619007940583, 0.2593271763548023, 0.056390226556266076, 0.08371965356047895, 0.04833977334295894, 0.046776154727291124, 0.04866459143828887, 0.1257218837733168, 0.07276215827624327, 0.11617685847295729, 0.02231550557999603, 0.13262377368547965, 0.08138115337329369, 0.17592842955592497, 0.04014090713411592, 0.14773852178376545]","[0.5656778661014404, 0.5483317720644433, 0.13622321405529308, 0.19961284773313628, 0.10194270458065471, 0.1286147117583638, 0.12213187456257112, 0.29664385230554186, 0.18443393520890822, 0.24743837303057065, 0.07583416237238583, 0.30035256926477427, 0.199717394547637, 0.39810194728862686, 0.13393763176045098, 0.32636088195136925]"
30%,"Jensen-Shannon
 divergence",freetime,0.0169/0.0553,0.0132/0.059,0.0133/0.0275,0.0191/0.0357,0.0019/0.0208,-,-,-,0.0168/0.022,0.0144/0.0269,-,0.0248/0.0389,0.0183/0.0297,0.0077/0.0446,0.0206/0.0154,0.019/0.0415,0.0179/0.031,0.0195/0.0508,-,0.028/0.0249,-,0.0186/0.0428,-,,0.02272153025878476,0.02272153025878476,0.30626041850464925,0.8372848156856648,[],"[0.055304838476731746, 0.05901279178293374, 0.02749998980060394, 0.035739388645288056, 0.020841369598517227, 0.02204794765826256, 0.026940826754647106, 0.03894109928695103, 0.02974972172413081, 0.04458514112986121, 0.015364369918568089, 0.04149773272018052, 0.031049928747423256, 0.05079055044770703, 0.024862778663162183, 0.04284930113676056]","[0.07224603061225915, 0.0722313721468595, 0.04077051672664804, 0.05485931374662007, 0.022739046104299606, 0.038826366255847525, 0.041378036070205515, 0.06373577897506738, 0.04807932237442866, 0.05230799773613619, 0.03601364075908656, 0.060532473403688974, 0.04895299302803692, 0.07029319295977676, 0.05286905670113225, 0.06144967808557177]"
50%,"Hellinger
 distance",freetime,0.1227/0.3975,0.1121/0.4019,0.1381/0.2036,0.1422/0.2527,0.0/0.1806,-,-,-,0.1219/0.167,0.1654/0.1687,-,0.1647/0.2819,0.1359/0.24,0.0634/0.2998,0.1472/0.1157,0.1561/0.2893,0.1693/0.198,0.1409/0.349,-,0.1778/0.1869,-,0.1508/0.2893,-,,0.17231559553920284,0.17231559553920284,2.183194044173989,6.1302467645817735,[],"[0.39752940650611646, 0.40186877847358965, 0.20359111951016695, 0.2526902129189753, 0.1806055021389652, 0.1669877384211965, 0.16871741396917148, 0.28186862221006936, 0.24004366527618784, 0.2997519363091496, 0.11565373925152819, 0.2892504082860423, 0.19796075664863982, 0.3490378102688888, 0.18686026104732967, 0.2893395260335545]","[0.5202708985585388, 0.514002631066679, 0.34165047748677574, 0.39484168688312987, 0.1806055021389652, 0.288856478708387, 0.3341158647205251, 0.4466174537525821, 0.37594874450156673, 0.36311950379231617, 0.26288304148718267, 0.44530830676530525, 0.3673069691657036, 0.489922197045801, 0.36469385378191194, 0.4401031547264035]"
50%,"Wasserstein
 distance",freetime,0.0017/0.0237,0.0012/0.0177,0.0014/0.003,0.0018/0.0037,0.0/0.0033,-,-,-,0.0021/0.0024,0.0024/0.0024,-,0.0023/0.0113,0.0015/0.0065,0.0011/0.0083,0.0023/0.0018,0.0017/0.0089,0.0024/0.0044,0.0015/0.0105,-,0.0024/0.0039,-,0.002/0.0114,-,,0.00270244070566574,0.00270244070566574,0.06428574575448502,0.1506768814939316,[],"[0.02373979162450551, 0.01772973599132008, 0.0030057465508229104, 0.0037489177448810198, 0.0033047399905987, 0.0023962599235876703, 0.0024020097974295, 0.01126400285616864, 0.006458545792849111, 0.00826544364764798, 0.0018054603863383901, 0.00886055559027864, 0.00435552943519536, 0.010503582040585031, 0.0039041643386107396, 0.011422124386819301]","[0.02539431782249555, 0.01893145962426505, 0.004356966903655761, 0.00555437813121941, 0.0033047399905987, 0.004500713749701851, 0.00480545706331946, 0.01351651593371024, 0.007963575270951252, 0.009317670560705059, 0.0040637233377218305, 0.01051508178826867, 0.0067604141695457795, 0.012005736581766251, 0.0063104865414216095, 0.013375644024585121]"
50%,"Total variation
 distance",freetime,0.0565/0.4922,0.0588/0.4513,0.0609/0.1013,0.0589/0.1435,0.0/0.0913,-,-,-,0.0656/0.0697,0.0691/0.0774,-,0.067/0.2382,0.0663/0.1587,0.0389/0.1977,0.0608/0.0445,0.0654/0.2255,0.0793/0.113,0.0624/0.3018,-,0.0691/0.0973,-,0.0757/0.2546,-,,0.07827916443665964,0.07827916443665964,1.6073821419881398,7.071009017256236,[],"[0.49220544246527054, 0.4513100016997402, 0.1013062075861677, 0.14353603318179659, 0.09134509098286184, 0.06969658379525552, 0.07743539950663716, 0.23818487778443279, 0.15873563712281047, 0.19772213877377162, 0.044492740119662554, 0.22553061298625804, 0.11304134387201396, 0.30181900177084725, 0.09725514715169883, 0.2545896963037352]","[1.04090659856167, 0.9613994123962807, 0.26354612856521387, 0.3459597795206091, 0.18269018196572367, 0.2050041849256663, 0.22394397639226013, 0.5433405126857185, 0.38372793314384923, 0.4343612815961262, 0.14976956077183268, 0.516447144811021, 0.3053434941362075, 0.6660234473744, 0.26363286442073164, 0.5849125159889252]"
50%,"Jensen-Shannon
 divergence",freetime,0.024/0.0724,0.0218/0.0758,0.0269/0.0401,0.0279/0.0496,0.0/0.0355,-,-,-,0.0237/0.0329,0.0326/0.0333,-,0.0328/0.0538,0.0264/0.0467,0.0122/0.0588,0.029/0.0229,0.0306/0.0559,0.0333/0.0387,0.0277/0.0672,-,0.0353/0.0367,-,0.0293/0.0553,-,,0.03387854816009924,0.03387854816009924,0.4217440049117514,1.1893584097796899,[],"[0.07242853707878891, 0.07576869896510872, 0.040124615074142625, 0.04960951774350486, 0.035505404852327234, 0.03293814885816731, 0.033295236179484426, 0.05378311012319331, 0.04673023973096061, 0.05880004116559967, 0.02289393653826504, 0.055943309941518284, 0.038727568583329174, 0.06724606748558651, 0.03668538895165142, 0.055251092231676166]","[0.09645759772967735, 0.09756229885031964, 0.06703910649319433, 0.07747917351353892, 0.035505404852327234, 0.056662251641108996, 0.06585339253193201, 0.08662633912147251, 0.07317429105081542, 0.07103331963512673, 0.05190402426669346, 0.08658857705627111, 0.07201052160501475, 0.09493332243124228, 0.07197840762521399, 0.08455038137574117]"
70%,"Hellinger
 distance",freetime,0.1812/0.4803,0.1372/0.4879,0.1599/0.2289,0.1803/0.293,0.0198/0.214,-,-,-,0.1819/0.2033,0.1974/0.2115,-,0.2038/0.3106,0.1858/0.2568,0.0764/0.3509,0.1706/0.1392,0.2032/0.3591,0.2238/0.241,0.1768/0.4111,-,0.2061/0.2174,-,0.1621/0.3683,-,,0.19368966847846025,0.19368966847846025,2.5803314394018626,7.439634841039915,[],"[0.48025593334666866, 0.48793559138386017, 0.22886695297223056, 0.2930429069253694, 0.21398684195417994, 0.2032885661203146, 0.21153777913011199, 0.3106022403892017, 0.256764913552864, 0.35086520289363937, 0.13918937683606697, 0.35911329678074216, 0.24100627244748737, 0.41110572276643814, 0.21740535652117013, 0.3683165878264593]","[0.6614866677147663, 0.6251423757572796, 0.38880155655333104, 0.4732999071441931, 0.23374532578605353, 0.38521427484244264, 0.4089396679728632, 0.5143948781925642, 0.44255901085357235, 0.4272520033279268, 0.3097908625479194, 0.5623571076747251, 0.4648045239114162, 0.5879077697151972, 0.4235200297173255, 0.5304188793283395]"
70%,"Wasserstein
 distance",freetime,0.0024/0.0347,0.0012/0.0277,0.0014/0.003,0.0029/0.0045,0.0003/0.0044,-,-,-,0.0032/0.0036,0.0032/0.0036,-,0.0027/0.014,0.0021/0.0083,0.0014/0.0087,0.003/0.0017,0.0032/0.0132,0.003/0.0062,0.003/0.0137,-,0.003/0.0033,-,0.0027/0.0177,-,,0.003753230150262381,0.003753230150262381,0.08780416723607966,0.2065886547320041,[],"[0.03471630078858209, 0.02765114330541863, 0.0030028716139020198, 0.0045064636235437, 0.00435840437211628, 0.0035965460880722, 0.00360804583575587, 0.01396788103029488, 0.0082611312422666, 0.008722558618074428, 0.0016516512610691002, 0.01321033515163218, 0.0061595523530733, 0.01365163796899357, 0.0032989901167568697, 0.01773836080208283]","[0.03712262299139297, 0.02885430440682407, 0.00435409196673488, 0.0073670258598601095, 0.00466027274881298, 0.00675322682724348, 0.00676041416954576, 0.01666888426750017, 0.010367022536841231, 0.010073778970907289, 0.0046545228749711, 0.0163727657646453, 0.009169611309277601, 0.01666169692519786, 0.00630761160450071, 0.02044080150774857]"
70%,"Total variation
 distance",freetime,0.109/0.7162,0.0796/0.6695,0.1042/0.1149,0.1068/0.1934,0.0178/0.1248,-,-,-,0.1083/0.1029,0.0971/0.1065,-,0.0873/0.2982,0.1141/0.1976,0.068/0.2406,0.0783/0.0498,0.1151/0.341,0.122/0.1672,0.102/0.4129,-,0.0903/0.1142,-,0.1141/0.398,-,,0.10440917316747478,0.10440917316747478,2.2282975961262625,10.009375752892378,[],"[0.716163358879153, 0.6695335278789177, 0.11494674440485222, 0.19335514638063359, 0.12477613752303011, 0.10290807191163398, 0.10653492725354159, 0.29823894398202094, 0.19761610638254845, 0.24064717914616485, 0.04975969229420675, 0.34102792602362236, 0.16716701121976274, 0.4129072943185846, 0.11421673915386732, 0.3979780391650355]","[1.5413072036466864, 1.4186324485490347, 0.3340939998730905, 0.4934977894647302, 0.267330052823838, 0.3141541017048891, 0.31013758581416534, 0.6837563259752384, 0.50929284238455, 0.5492644437624151, 0.17782852046592112, 0.7971521397677602, 0.45637273813000395, 0.9278365428076814, 0.3187119931681804, 0.910007024554192]"
70%,"Jensen-Shannon
 divergence",freetime,0.0352/0.0839,0.0267/0.0893,0.031/0.0451,0.0352/0.0575,0.0037/0.0419,-,-,-,0.0353/0.04,0.0388/0.0418,-,0.0406/0.0586,0.036/0.0495,0.0145/0.0692,0.0336/0.0276,0.0397/0.0686,0.044/0.047,0.0345/0.0785,-,0.041/0.0428,-,0.0312/0.0692,-,,0.037948767237589345,0.037948767237589345,0.49320414492555326,1.4316476043601827,[],"[0.08387148186200041, 0.08934791398670898, 0.04509984756138326, 0.057518456125887116, 0.04192623102043507, 0.04003917219757284, 0.041834438216782704, 0.05860201878109946, 0.04946242938916365, 0.06916152834244632, 0.02756101764175637, 0.06863280574885303, 0.04696776325755632, 0.07850490962115791, 0.042791037074217664, 0.06918970454890674]","[0.11909259797064352, 0.11603664536237976, 0.07606197156808002, 0.09272775803962927, 0.04566928670780844, 0.07535543407398548, 0.08066697201407672, 0.09924941435060845, 0.08542288174288286, 0.08369726993924297, 0.061196028089778136, 0.10834120686063975, 0.0909327774406507, 0.11303629071576335, 0.0837734596793226, 0.10038760980469054]"
10%,"Hellinger
 distance",goout,0.0378/0.1517,0.0494/0.1652,0.0296/0.0607,0.0395/0.0877,0.0099/0.0171,-,-,-,0.0436/0.0395,0.0576/0.0477,-,0.0872/0.0949,0.0337/0.0648,0.0099/0.106,0.0337/0.0198,0.0747/0.0788,-,0.0535/0.1134,-,0.0913/0.0576,-,0.0198/0.087,-,,0.05662831660241383,0.05662831660241383,0.6526166585975334,1.8632242876983005,[],"[0.15171575364521073, 0.16522784273830865, 0.06072043258995961, 0.08771102344456302, 0.01711134893866663, 0.039516967663747196, 0.04770119963883876, 0.09494313046729287, 0.06481254857750539, 0.10602452618209783, 0.019758483831873598, 0.07878390648098797, 0.1134009397803317, 0.05758044155477556, 0.08696813845607954]","[0.1895377113681127, 0.21462405231799264, 0.09035815833777, 0.12722799110831023, 0.026990590854603428, 0.08312605131504017, 0.10528164119361433, 0.18216129776987883, 0.09854239031286158, 0.11590376809803463, 0.05348832556722978, 0.15347569697443014, 0.1668892653475615, 0.1488907248449073, 0.10672662228795313]"
10%,"Wasserstein
 distance",goout,0.0005/0.0035,0.0008/0.0023,0.0004/0.0012,0.0006/0.0012,0.0002/0.0001,-,-,-,0.0005/0.0006,0.0011/0.0009,-,0.0012/0.0021,0.0003/0.001,0.0002/0.0018,0.0003/0.0003,0.0006/0.0011,-,0.0009/0.0015,-,0.0017/0.0007,-,0.0003/0.0011,-,,0.0010493519761361602,0.0010493519761361602,0.010731420791567843,0.0286746208492659,[],"[0.00345711164740752, 0.0022525130775416, 0.00120028616448451, 0.0011988486960240502, 0.00014949671988789, 0.00060086181647248, 0.00089985525624826, 0.00210301635765372, 0.0010479145076757001, 0.00180114798095701, 0.00030043090823624, 0.00105078944459663, 0.0015007170727207501, 0.0007489210678999099, 0.00105222691305709]","[0.00390847674399212, 0.00300287161390197, 0.00165021379260864, 0.0017982730440360701, 0.00030043090823624, 0.00105222691305707, 0.00195064470084488, 0.0033047399905986805, 0.0013483454159119402, 0.00195208216930536, 0.00060086181647248, 0.00165165126106911, 0.00240200979742947, 0.0023991348605085397, 0.00135265782129333]"
10%,"Total variation
 distance",goout,0.0149/0.072,0.016/0.0667,0.0099/0.0207,0.011/0.0299,0.0038/0.005,-,-,-,0.0136/0.0129,0.0188/0.0159,-,0.0265/0.0398,0.0101/0.0211,0.004/0.0401,0.0093/0.0053,0.0226/0.0255,-,0.0166/0.0423,-,0.0324/0.0156,-,0.0068/0.0283,-,,0.017377568252181223,0.017377568252181223,0.23790993233117677,1.0984479452246543,[],"[0.07195029332238459, 0.06668012886510041, 0.02071981424148605, 0.02987044817927168, 0.00499999999999999, 0.01289735772357721, 0.01587167218746165, 0.039789338392609896, 0.021128985396437, 0.040137437088656566, 0.00529411764705882, 0.02548646400483966, 0.04230871593119416, 0.01561015783974038, 0.02831979733817298]","[0.15880719584017144, 0.14936234756267966, 0.05129539771374132, 0.07077692799607874, 0.01384615384615382, 0.03943024658268555, 0.050493461646712354, 0.10608634740790299, 0.05236237582719894, 0.08427487417731312, 0.01991624281291462, 0.07353750423804864, 0.1011705794372077, 0.06365146043645799, 0.06343682969938744]"
10%,"Jensen-Shannon
 divergence",goout,0.0074/0.0298,0.0097/0.0326,0.0058/0.0121,0.0079/0.0174,0.0019/0.0034,-,-,-,0.0086/0.0078,0.0115/0.0095,-,0.0173/0.0187,0.0066/0.0129,0.0019/0.0211,0.0067/0.004,0.0147/0.0157,-,0.0106/0.0225,-,0.018/0.0115,-,0.0039/0.0173,-,,0.011293210258073418,0.011293210258073418,0.1293545264356592,0.36871130884284725,[],"[0.02978001795238851, 0.03262676397258396, 0.012079235582742102, 0.017402960461462353, 0.0034265582699529, 0.007778225142255441, 0.00949860039423745, 0.01873651399483798, 0.012862875092306792, 0.021090216605736373, 0.00396287648463702, 0.01566180459889285, 0.022451518370486274, 0.01148079859234462, 0.017283666840306917]","[0.03717031285807344, 0.04233503398250048, 0.01790365341736344, 0.025263784978028524, 0.00535161677471225, 0.01635663158021792, 0.02096256689133713, 0.036045199090152844, 0.01950772435718428, 0.02301129073522691, 0.01064328562387971, 0.03037913184241414, 0.03309991222758764, 0.02952943497135628, 0.021151729512812238]"
30%,"Hellinger
 distance",goout,0.1111/0.2914,0.0896/0.3097,0.1084/0.1364,0.1589/0.1834,0.0436/0.1206,-,-,-,0.1358/0.1218,0.135/0.121,-,0.1435/0.1789,0.1296/0.1585,0.0576/0.224,0.1224/0.0918,0.1561/0.2054,-,0.1286/0.2493,-,0.1688/0.157,-,0.0737/0.2177,-,,0.13918937683606697,0.13918937683606697,1.5225496455535161,4.529252400387069,[],"[0.29137620016711074, 0.3096508723358064, 0.13636434803576353, 0.18335111010580715, 0.12058829157672983, 0.12178936710006068, 0.12104648211157716, 0.17892947705620516, 0.15851484564876525, 0.2240439777772132, 0.09180313943210883, 0.20539201401604595, 0.24925191504980887, 0.15696418992975564, 0.21765430709213923]","[0.4024449672891161, 0.3992012122967187, 0.2447859802645619, 0.3422340373853735, 0.1641973752280228, 0.2575500921036039, 0.2560643221266369, 0.3224609987263243, 0.2880750094154019, 0.28162441933198873, 0.21419612956438977, 0.36148345218056965, 0.3778140727158831, 0.3257263591252588, 0.2913939726332197]"
30%,"Wasserstein
 distance",goout,0.0017/0.0128,0.0008/0.0111,0.0018/0.0024,0.0021/0.0026,0.0008/0.0022,-,-,-,0.002/0.002,0.0021/0.0018,-,0.0029/0.0053,0.0017/0.0031,0.0005/0.0048,0.0018/0.0014,0.0027/0.0045,-,0.0018/0.0063,-,0.002/0.0026,-,0.0012/0.0069,-,,0.0022525130775416,0.0022525130775416,0.037085967545651015,0.09521072347860192,[],"[0.012773344739652198, 0.011117381073201659, 0.0024034472658899697, 0.00255006904885694, 0.00224820067216023, 0.0019506447008448998, 0.0017982730440360899, 0.0052568221599041, 0.00314949339686896, 0.0048011446579381105, 0.00135122035283287, 0.00450071374970187, 0.00630186173065891, 0.0025515065173174, 0.006912785826354621]","[0.014427870937642228, 0.01186773960956203, 0.0042074701837679, 0.004655960343431581, 0.0029985592085205997, 0.0039041643386107192, 0.0039012894016898095, 0.008108759585457748, 0.00480258212639853, 0.0052525097545227, 0.00315524327071079, 0.007207466860749, 0.00810875958545777, 0.0045021512181623, 0.008110197053918211]"
30%,"Total variation
 distance",goout,0.0472/0.2684,0.0355/0.2644,0.052/0.0585,0.0723/0.0853,0.0195/0.053,-,-,-,0.0598/0.0472,0.0529/0.0447,-,0.0638/0.1141,0.0579/0.0759,0.0212/0.1228,0.0466/0.0325,0.0771/0.1151,-,0.0611/0.1666,-,0.0643/0.068,-,0.0299/0.1445,-,,0.055163948567199306,0.055163948567199306,0.8855675652562386,4.082856210148352,[],"[0.2683585703970632, 0.26437926937926937, 0.05845346909153892, 0.0852571454576713, 0.05295633516519462, 0.04720275139312462, 0.04466570733180075, 0.11410731801770146, 0.07592219924294805, 0.12282352294807317, 0.032471159466496584, 0.11507660865165932, 0.16664078009412692, 0.06800437379944017, 0.14448802294197025]","[0.5838763625247767, 0.5642868059893922, 0.16894648007269464, 0.2428551299924245, 0.1254235687886561, 0.15420408383483025, 0.14226344744111613, 0.2919669024316145, 0.20976631835102078, 0.2668366107172901, 0.1115911297250965, 0.3072462986851931, 0.39443072012648794, 0.200326460936739, 0.31883589053101913]"
30%,"Jensen-Shannon
 divergence",goout,0.0217/0.0552,0.0176/0.0595,0.0211/0.0268,0.0312/0.0361,0.0085/0.0237,-,-,-,0.0266/0.0241,0.0267/0.0239,-,0.0284/0.0347,0.0253/0.0312,0.0112/0.0442,0.0242/0.0182,0.0306/0.0402,-,0.0254/0.0485,-,0.0334/0.031,-,0.0145/0.0422,-,,0.0275086469118773,0.0275086469118773,0.29723360966218276,0.8859207905145297,[],"[0.05520889524665914, 0.059519021817740866, 0.02681789007153359, 0.03612499258836544, 0.02369061538845198, 0.024119415490185973, 0.023922627467503687, 0.03474954126151901, 0.031157608086071424, 0.04418905311829515, 0.018173084851671788, 0.04015946714453838, 0.04849614967005804, 0.030967361989985613, 0.04215420130803074]","[0.07691234948058732, 0.07707106370997407, 0.04796013676627743, 0.06736150637253385, 0.032179588448828, 0.050765390504603936, 0.05058505898355757, 0.06311498663617043, 0.056488928114658374, 0.05542726917369028, 0.04237066443269523, 0.07076410436072025, 0.07387551619341422, 0.06439632822216815, 0.05664789911465057]"
50%,"Hellinger
 distance",goout,0.1682/0.3924,0.1542/0.3974,0.1553/0.1775,0.2115/0.2568,0.0675/0.2039,-,-,-,0.1911/0.1827,0.1977/0.1935,-,0.1918/0.2806,0.1843/0.2255,0.1002/0.3101,0.177/0.1224,0.2123/0.2823,-,0.1928/0.3457,-,0.1946/0.2329,-,0.1445/0.2778,-,,0.21065666319529125,0.21065666319529125,2.151304026711548,6.424178059481643,[],"[0.3923561829457035, 0.3973780862230491, 0.17746551110378114, 0.2567810936508751, 0.2038600805021437, 0.1826541062655243, 0.19352013874095259, 0.2805707581459518, 0.22552357683235016, 0.3100524055709684, 0.12239299013228096, 0.2823212036313324, 0.34565953793251414, 0.23293750740919586, 0.27782154794589065]","[0.5605807407728979, 0.5515507870377622, 0.33273469109269155, 0.4683005614304454, 0.27131976397285607, 0.3737424733526466, 0.39121176665658075, 0.47233095355768495, 0.40986147749764884, 0.4102898058246752, 0.29934943219938465, 0.4946018201035962, 0.5384842239627567, 0.4275143674516436, 0.4223051945683715]"
50%,"Wasserstein
 distance",goout,0.0024/0.0233,0.0023/0.0176,0.0027/0.0044,0.002/0.0035,0.0012/0.0035,-,-,-,0.0024/0.0017,0.0032/0.0026,-,0.0029/0.0113,0.0018/0.0066,0.0009/0.0072,0.0021/0.0012,0.0036/0.0075,-,0.0018/0.0108,-,0.0015/0.0038,-,0.0014/0.011,-,,0.0022553880144625398,0.0022553880144625398,0.06007396316533573,0.14766251013234588,[],"[0.023282676654079074, 0.0175759268660508, 0.00435121702981396, 0.00345136177356569, 0.00345136177356567, 0.00165165126106911, 0.0025515065173173897, 0.011264002856168628, 0.006608042512736991, 0.007214654203051352, 0.0012002861644845003, 0.007502147895143449, 0.010804012948821289, 0.00375898002410424, 0.010969321821774233]","[0.025693311262271343, 0.01982700247513193, 0.00705365773547971, 0.0054077563482524404, 0.0046545228749711, 0.00405941093234045, 0.0057038748511072795, 0.014118815218643187, 0.00841494036753583, 0.008114509459299611, 0.0033047399905986904, 0.011114506136280719, 0.012610910803620139, 0.005262572033745911, 0.012321979643067563]"
50%,"Total variation
 distance",goout,0.098/0.484,0.083/0.4459,0.088/0.0977,0.1099/0.144,0.0497/0.1022,-,-,-,0.1029/0.0769,0.0961/0.0857,-,0.0818/0.2382,0.1056/0.1526,0.0557/0.1992,0.0789/0.0408,0.1261/0.2107,-,0.091/0.301,-,0.0758/0.126,-,0.0657/0.2374,-,,0.09498228691589813,0.09498228691589813,1.5661930481352888,7.192874110969494,[],"[0.4839903377622652, 0.44585018006371485, 0.0977274196997163, 0.14402364439676876, 0.10220599166031485, 0.07694695829338179, 0.0857208733853934, 0.2382291694811583, 0.15264078039001155, 0.1991939655172414, 0.04079962770496702, 0.21065157844105203, 0.30101371763105483, 0.12604318570355896, 0.23738409230818247]","[1.065961632879654, 0.974690348108797, 0.28342785751872324, 0.3978987569469471, 0.25406324850897927, 0.25678373487202877, 0.267541611424372, 0.5582354189478627, 0.4109275793795495, 0.4540758380930992, 0.16050317152987448, 0.5474525701662722, 0.69302422449358, 0.32785292505322383, 0.5404351930465312]"
50%,"Jensen-Shannon
 divergence",goout,0.0327/0.0715,0.03/0.0749,0.0301/0.0347,0.0414/0.0505,0.0129/0.0401,-,-,-,0.0374/0.036,0.039/0.0383,-,0.0381/0.0535,0.0358/0.0438,0.0194/0.061,0.035/0.0242,0.0415/0.0547,-,0.038/0.0665,-,0.0387/0.0459,-,0.0281/0.0531,-,,0.041580574104315114,0.041580574104315114,0.41588984190382944,1.246668235325211,[],"[0.07150731074333408, 0.07491151384439207, 0.03465200738050117, 0.050461341292855455, 0.04014147623668432, 0.036038760562901666, 0.038284158988775484, 0.053460055123907266, 0.043775821828546155, 0.06103867789209087, 0.02420618615673168, 0.05468798855601893, 0.06649665859772681, 0.04586186540692233, 0.05309471298764044]","[0.10424670455580663, 0.10493267501259572, 0.06474454577466915, 0.09190602317184796, 0.05301992322293098, 0.07344111417641569, 0.07725974167228798, 0.09156591461662061, 0.07960463714626566, 0.08041473421467213, 0.05918118847252721, 0.09618357639681216, 0.10446130435248338, 0.08455801177545154, 0.08114814076382412]"
70%,"Hellinger
 distance",goout,0.1904/0.4828,0.189/0.4918,0.2111/0.2071,0.2638/0.3064,0.0675/0.2403,-,-,-,0.2072/0.2085,0.2535/0.2188,-,0.2228/0.3478,0.191/0.2722,0.1071/0.3534,0.231/0.1643,0.2288/0.3502,-,0.2397/0.4074,-,0.2587/0.2638,-,0.1798/0.3629,-,,0.2482865450701238,0.2482865450701238,2.587079924908445,7.7188904119624855,[],"[0.48282631493486655, 0.4917568894458634, 0.20709202131052065, 0.306352865039618, 0.24031671308729158, 0.2084569831200152, 0.21881834905982106, 0.34782543910326474, 0.2721611271012579, 0.35342493617899684, 0.1642756701396153, 0.3502207789289128, 0.4073791200147374, 0.26375194036002403, 0.3629276118518366]","[0.6732400023258959, 0.680725595742554, 0.4181849237826719, 0.5701476523747386, 0.30777639655800393, 0.4156586930452418, 0.4722946825956454, 0.5706363528014593, 0.4631784375245076, 0.4605347259942212, 0.3952580491422576, 0.5790272101688234, 0.6471001273277159, 0.5224470221911361, 0.5426805403876124]"
