Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
loan,['age'],LRTD,0.1008,0.0805,-0.0204,0.2076,0.089,-0.1186,2.8693,1.159,-1.7103,-0.0065,0.0443,0.0508,0.1287,0.6,0.4713,0.4122,0.6314,0.2192,68.5,40.69,-0.2781,50.9,8.4,-0.425,31.05,7.43,-0.2361,38.08,7.89,-0.3019,0.00020034907645544265,0.009590947202388546,0.02,62.21,185.19,0.14148212148279338,0.44
loan,['balance'],LRTD,0.1014,0.0728,-0.0286,0.2072,0.0818,-0.1255,2.8583,1.1696,-1.6887,-0.0057,0.0406,0.0463,0.1297,0.5741,0.4444,0.4126,0.6033,0.1906,68.45,42.91,-0.2554,50.86,8.37,-0.4249,31.04,7.04,-0.24,38.04,7.65,-0.304,0.0001931844804910031,0.008049826359376951,0.02,63.82,185.07,0.14148212148279338,0.44
loan,['default'],LRTD,0.1066,0.0794,-0.0272,0.2109,0.0812,-0.1297,2.915,1.1515,-1.7635,-0.0022,0.0436,0.0458,0.1333,0.6043,0.471,0.3999,0.6343,0.2344,68.15,40.97,-0.2718,49.24,8.51,-0.4073,29.47,7.98,-0.2149,36.42,8.24,-0.2818,0.00022926382560960328,0.009099667702748901,0.03,63.52,179.91,0.14148212148279338,0.44
loan,['duration'],LRTD,0.1994,0.1259,-0.0735,0.4023,0.1375,-0.2648,7.0547,1.5549,-5.4998,-0.0223,0.0507,0.073,0.2454,0.6051,0.3597,0.4373,0.6181,0.1808,51.87,40.21,-0.1165,48.29,7.95,-0.4034,22.89,6.37,-0.1652,30.61,7.07,-0.2354,0.00014398301047056127,0.020715745980378356,0.01,58.88,145.67,0.11518373151505122,0.47
loan,['education'],LRTD,0.0966,0.0723,-0.0243,0.2048,0.0786,-0.1262,3.0543,1.1352,-1.9191,-0.0081,0.0386,0.0467,0.1254,0.6015,0.4761,0.4068,0.6303,0.2235,68.38,41.04,-0.2734,50.95,8.25,-0.4271,30.67,7.6,-0.2307,37.76,7.91,-0.2985,0.00020326232747136722,0.007650795053213634,0.03,62.67,184.26,0.14148212148279338,0.44
loan,['housing'],LRTD,0.0945,0.0545,-0.0401,0.1782,0.0668,-0.1114,2.7645,1.0994,-1.6652,0.0057,0.0321,0.0264,0.1211,0.6317,0.5106,0.3803,0.6545,0.2742,66.35,37.43,-0.2893,51.0,8.1,-0.429,28.24,6.78,-0.2146,35.35,7.38,-0.2796,0.00015184866459561452,0.0057327502836312435,0.03,57.65,177.75,0.14148212148279338,0.44
age,None,fairSMOTE,-0.0744,0.0284,0.1028,0.1571,0.0603,-0.0967,0.6668,1.0647,0.3979,0.0008,0.0116,0.0109,0.1292,0.567,0.4378,0.4128,0.5991,0.1863,68.52,44.59,-0.2393,50.89,8.34,-0.4255,31.1,7.88,-0.2322,38.12,8.11,-0.3001,0.00023772846011593145,0.0023702009602233408,0.1,67.13,187.37,0.4622499461255427,0.22
age,['balance'],fairSMOTE,-0.0733,-0.0282,0.045,0.1601,0.1223,-0.0377,0.6724,0.9975,0.3251,0.0032,-0.0126,-0.0159,0.1297,0.5973,0.4676,0.4126,0.6279,0.2153,68.45,42.01,-0.2644,50.86,8.25,-0.4261,31.04,8.09,-0.2295,38.04,8.16,-0.2988,0.0002287796074529958,0.0023649985939213436,0.1,64.69,187.13,0.34456236532569795,0.28
age,['default'],fairSMOTE,-0.0769,0.0348,0.1117,0.1588,0.0712,-0.0876,0.6573,1.0776,0.4203,0.0,0.0138,0.0138,0.1333,0.5712,0.4379,0.3999,0.604,0.2041,68.15,44.23,-0.2392,49.24,8.61,-0.4063,29.47,8.14,-0.2133,36.42,8.37,-0.2805,0.0002595745345292749,0.0028599971056762646,0.09,67.52,182.02,0.4622499461255427,0.22
age,['duration'],fairSMOTE,-0.113,-0.065,0.048,0.1855,0.0971,-0.0884,0.8383,0.8955,0.0572,-0.037,-0.0267,0.0104,0.2454,0.5007,0.2553,0.4373,0.5168,0.0795,51.87,50.04,-0.0183,48.29,8.13,-0.4016,22.89,6.17,-0.1672,30.61,7.02,-0.2359,0.00017620448849013195,0.0025581252555671955,0.07,69.63,151.97,0.4622499461255427,0.22
age,['education'],fairSMOTE,-0.0811,0.0977,0.1788,0.1591,0.1018,-0.0573,0.6965,1.197,0.5005,-0.0094,0.0419,0.0513,0.1254,0.5651,0.4396,0.4068,0.5974,0.1906,68.38,44.43,-0.2396,50.95,8.39,-0.4256,30.67,7.68,-0.2299,37.76,8.02,-0.2975,0.00022941396710883614,0.010162342658884552,0.02,66.3,186.48,0.4622499461255427,0.22
age,['housing'],fairSMOTE,-0.0281,-0.0319,-0.0038,0.1377,0.0417,-0.0961,0.8038,0.9599,0.1561,0.0223,-0.0151,-0.0374,0.1211,0.573,0.452,0.3803,0.5998,0.2195,66.35,43.84,-0.2251,51.0,8.2,-0.4281,28.24,7.42,-0.2082,35.35,7.77,-0.2757,0.00020726600821303673,0.0015603284085827023,0.13,65.54,179.75,0.2936215439289058,0.31
age,"['loan', 'duration']",fairSMOTE,-0.1367,0.0967,0.2334,0.2333,0.1018,-0.1315,1.0896,1.2451,0.1555,-0.0572,0.0461,0.1033,0.2502,0.4787,0.2285,0.4277,0.4939,0.0662,50.34,52.19,0.0185,48.13,8.09,-0.4004,21.61,6.07,-0.1554,29.46,6.93,-0.2253,0.00017769808534191865,0.01005424711527298,0.02,71.09,147.48,0.5995101785600032,0.16
age,['loan'],fairSMOTE,-0.0545,0.0143,0.0687,0.1241,0.0525,-0.0716,0.7286,1.0409,0.3123,0.0051,0.0085,0.0033,0.1282,0.5812,0.4529,0.4043,0.6124,0.2081,67.74,42.56,-0.2518,50.9,8.4,-0.425,30.25,7.41,-0.2285,37.37,7.87,-0.295,0.0002084937303139378,0.0018304853341599436,0.11,64.5,185.06,0.4622499461255427,0.22
balance,None,fairSMOTE,0.0484,0.0193,-0.0291,0.2419,0.0457,-0.1962,0.129,1.0462,0.9171,0.121,0.0025,-0.1185,0.1292,0.5901,0.4609,0.4128,0.6198,0.207,68.52,42.14,-0.2638,50.89,8.29,-0.426,31.1,7.63,-0.2348,38.12,7.95,-0.3017,0.00021165623988485878,0.0015073559484759629,0.14,64.28,187.71,0.11518373151505122,0.47
balance,['age'],fairSMOTE,0.0484,-0.0116,-0.06,0.2419,0.0727,-0.1693,0.129,1.0014,0.8724,0.121,-0.0062,-0.1272,0.1287,0.6075,0.4788,0.4122,0.6385,0.2263,68.5,41.03,-0.2747,50.9,8.25,-0.4264,31.05,8.13,-0.2291,38.08,8.19,-0.2989,0.0002255799016528672,0.0015541967762527007,0.15,63.88,187.61,0.14148212148279338,0.44
balance,['default'],fairSMOTE,0.05,0.0359,-0.0141,0.25,0.0454,-0.2046,0.1,1.0732,0.9732,0.125,0.0115,-0.1135,0.1333,0.5872,0.4539,0.3999,0.6173,0.2174,68.15,42.38,-0.2577,49.24,8.55,-0.4069,29.47,7.78,-0.2169,36.42,8.15,-0.2827,0.0002298350320761262,0.0023564838159280664,0.1,65.05,182.37,0.11518373151505122,0.47
balance,['duration'],fairSMOTE,0.15,-0.0332,-0.1832,0.45,0.0437,-0.4063,0.0,0.9509,0.9509,0.125,-0.0119,-0.1369,0.2454,0.5106,0.2652,0.4373,0.5234,0.0861,51.87,49.23,-0.0263,48.29,7.97,-0.4032,22.89,6.06,-0.1683,30.61,6.89,-0.2372,0.00016391179218766725,0.0014977284620156445,0.11,68.53,152.69,0.172167236066597,0.41
balance,['education'],fairSMOTE,0.0484,-0.0359,-0.0843,0.2419,0.0441,-0.1978,0.129,0.9608,0.8317,0.121,-0.0188,-0.1398,0.1254,0.6254,0.5,0.4068,0.6561,0.2493,68.38,39.31,-0.2908,50.95,8.24,-0.4271,30.67,8.16,-0.2251,37.76,8.2,-0.2956,0.0002168827765761349,0.0017589535649290052,0.12,62.16,186.86,0.11518373151505122,0.47
balance,['housing'],fairSMOTE,0.0484,0.0145,-0.0339,0.2419,0.0444,-0.1975,0.129,1.034,0.905,0.121,0.0018,-0.1192,0.1211,0.5532,0.4322,0.3803,0.5749,0.1946,66.35,45.8,-0.2055,51.0,8.01,-0.4299,28.24,7.07,-0.2117,35.35,7.51,-0.2783,0.0001949657006798783,0.0013097248141111313,0.15,66.74,180.04,0.11518373151505122,0.47
balance,"['loan', 'duration']",fairSMOTE,0.2,-0.0416,-0.2416,0.5,0.0478,-0.4522,0.0,0.9368,0.9368,0.15,-0.0157,-0.1657,0.2502,0.5306,0.2804,0.4277,0.5422,0.1145,50.34,47.63,-0.0271,48.13,7.9,-0.4023,21.61,6.26,-0.1535,29.46,6.99,-0.2247,0.00016464422249188495,0.0017300567246980132,0.1,67.11,148.44,0.11518373151505122,0.47
balance,['loan'],fairSMOTE,0.0484,0.002,-0.0464,0.2419,0.0487,-0.1932,0.129,1.0216,0.8926,0.121,-0.0045,-0.1254,0.1282,0.5718,0.4435,0.4043,0.5995,0.1952,67.74,43.87,-0.2387,50.9,8.24,-0.4266,30.25,7.43,-0.2283,37.37,7.81,-0.2956,0.00020950478229524673,0.0012421551216243577,0.17,65.67,185.35,0.14148212148279338,0.44
campaign,None,fairSMOTE,0.1486,0.4247,0.2761,0.4303,0.4048,-0.0255,0.0,4.3734,4.3734,-0.0801,0.2076,0.2877,0.1292,0.6168,0.4876,0.4128,0.6458,0.2329,68.52,40.38,-0.2814,50.89,8.16,-0.4272,31.1,8.19,-0.2291,38.12,8.17,-0.2994,0.00022079197530242058,1.16298093425405,0.0,57.84,187.6,1.0,0.0
campaign,['age'],fairSMOTE,0.1477,0.3952,0.2475,0.4288,0.3757,-0.0531,0.0,4.6123,4.6123,-0.0803,0.1934,0.2737,0.1287,0.589,0.4603,0.4122,0.6185,0.2064,68.5,42.95,-0.2556,50.9,8.2,-0.427,31.05,8.09,-0.2295,38.08,8.14,-0.2994,0.0002317873054149246,0.9708460468027381,0.0,60.24,187.5,1.0,0.0
campaign,['balance'],fairSMOTE,0.1523,0.4135,0.2612,0.4183,0.3903,-0.028,0.0,5.2221,5.2221,-0.0708,0.2035,0.2743,0.134,0.5793,0.4453,0.3996,0.6067,0.2071,68.05,43.98,-0.2407,49.22,8.38,-0.4084,29.39,8.15,-0.2124,36.34,8.26,-0.2808,0.0002480974939319354,1.2301011598223228,0.0,60.94,182.01,0.9163591402734885,-0.03
campaign,['default'],fairSMOTE,0.1533,0.4467,0.2934,0.419,0.425,0.006,0.0,4.1594,4.1594,-0.0702,0.2178,0.2881,0.1333,0.6203,0.487,0.3999,0.6492,0.2493,68.15,40.37,-0.2778,49.24,8.38,-0.4086,29.47,8.58,-0.2089,36.42,8.48,-0.2794,0.0002461287266222594,1.277771573627321,0.0,58.85,182.29,0.8336348830246822,-0.06
campaign,['duration'],fairSMOTE,0.2766,0.1663,-0.1103,0.5025,0.1938,-0.3087,0.0,1.6661,1.6661,0.0056,0.0613,0.0557,0.2454,0.5876,0.3422,0.4373,0.5927,0.1554,51.87,42.18,-0.0968,48.29,7.6,-0.4069,22.89,5.98,-0.1691,30.61,6.69,-0.2392,0.00012825761126503084,0.03541139770599849,0.0,59.47,152.63,0.4622499461255427,0.22
campaign,['education'],fairSMOTE,0.1496,0.4098,0.2602,0.4335,0.3899,-0.0435,0.0,3.6053,3.6053,-0.0791,0.2022,0.2813,0.1254,0.6178,0.4924,0.4068,0.6468,0.24,68.38,39.69,-0.287,50.95,8.23,-0.4273,30.67,7.8,-0.2287,37.76,8.0,-0.2976,0.00020378880213612458,0.8936366682522736,0.0,57.48,186.75,1.0,0.0
campaign,['housing'],fairSMOTE,0.1499,0.3793,0.2294,0.4051,0.3566,-0.0485,0.0,3.5244,3.5244,-0.0643,0.1893,0.2536,0.1211,0.6042,0.4831,0.3803,0.6304,0.2501,66.35,40.62,-0.2573,51.0,8.18,-0.4282,28.24,7.33,-0.2092,35.35,7.73,-0.2762,0.00018817407881750544,0.7041886809017027,0.0,57.86,180.01,0.9163591402734885,-0.03
campaign,"['loan', 'duration']",fairSMOTE,0.2731,0.2472,-0.0259,0.4905,0.2497,-0.2408,0.0,2.5759,2.5759,0.0059,0.0972,0.0914,0.2502,0.6096,0.3594,0.4277,0.6092,0.1815,50.34,40.59,-0.0975,48.13,7.36,-0.4077,21.61,6.03,-0.1558,29.46,6.63,-0.2283,0.0001194481961724897,0.13090507313742436,0.0,56.35,148.52,0.5995101785600032,0.16
campaign,['loan'],fairSMOTE,0.1499,0.3409,0.191,0.4224,0.3254,-0.0971,0.0,2.3486,2.3486,-0.0746,0.1637,0.2383,0.1282,0.5695,0.4413,0.4043,0.5975,0.1932,67.74,44.61,-0.2313,50.9,8.18,-0.4272,30.25,7.78,-0.2247,37.37,7.97,-0.294,0.00022631907055973625,0.33133092963589705,0.0,63.97,185.26,0.9163591402734885,0.03
default,None,fairSMOTE,0.0907,0.0388,-0.0518,0.1748,0.2627,0.0878,1.8007,1.6496,-0.1511,0.0061,0.0332,0.027,0.1292,0.5293,0.4001,0.4128,0.5561,0.1433,68.52,47.54,-0.2098,50.89,8.26,-0.4262,31.1,6.98,-0.2413,38.12,7.57,-0.3055,0.00020744530330346156,0.013374254160634374,0.02,67.67,186.39,0.20757844233562417,0.38
default,['age'],fairSMOTE,0.0902,-0.0052,-0.0954,0.1738,0.3006,0.1269,1.8004,1.845,0.0446,0.0061,0.0133,0.0073,0.1287,0.5131,0.3844,0.4122,0.5417,0.1295,68.5,48.34,-0.2016,50.9,8.45,-0.4245,31.05,6.54,-0.2451,38.08,7.37,-0.3071,0.00019690589398125083,0.005800127383846078,0.03,68.01,186.29,0.20757844233562417,0.38
default,['balance'],fairSMOTE,0.0948,0.051,-0.0439,0.1787,0.2098,0.0312,1.8584,1.5649,-0.2935,0.0086,0.0415,0.033,0.1297,0.4917,0.362,0.4126,0.5178,0.1051,68.45,50.68,-0.1777,50.86,8.33,-0.4253,31.04,6.51,-0.2453,38.04,7.31,-0.3074,0.00020077418764677399,0.013384008610252133,0.02,70.26,186.07,0.20757844233562417,0.38
default,['duration'],fairSMOTE,0.1749,0.0611,-0.1138,0.3558,0.1769,-0.1789,2.6012,1.3108,-1.2904,-0.0217,0.0183,0.04,0.2454,0.5981,0.3527,0.4373,0.6098,0.1725,51.87,41.36,-0.105,48.29,7.87,-0.4042,22.89,6.58,-0.1631,30.61,7.17,-0.2344,0.0001536585776267162,0.007408448750299072,0.02,60.73,150.19,0.172167236066597,0.41
default,['education'],fairSMOTE,0.0913,0.061,-0.0303,0.1807,0.2028,0.0221,1.8427,1.4595,-0.3832,0.0127,0.0472,0.0345,0.1254,0.5002,0.3747,0.4068,0.5314,0.1246,68.38,49.13,-0.1925,50.95,8.64,-0.4231,30.67,6.39,-0.2428,37.76,7.35,-0.3042,0.0001992072440572613,0.014725645279921982,0.01,69.0,185.45,0.20757844233562417,0.38
default,['housing'],fairSMOTE,0.0879,0.0693,-0.0186,0.2244,0.2932,0.0688,1.8346,2.1243,0.2896,0.0219,0.0547,0.0328,0.1211,0.5006,0.3795,0.3803,0.53,0.1497,66.35,48.3,-0.1805,51.0,8.74,-0.4227,28.24,5.72,-0.2252,35.35,6.91,-0.2844,0.00016675660144591933,0.031391156969842716,0.01,66.35,178.54,0.2936215439289058,0.31
default,"['loan', 'duration']",fairSMOTE,0.1881,0.1139,-0.0742,0.367,0.1609,-0.2061,1.4769,1.368,-0.1089,-0.015,0.0571,0.0721,0.2502,0.6256,0.3754,0.4277,0.6381,0.2104,50.34,37.36,-0.1298,48.13,7.99,-0.4014,21.61,5.8,-0.1581,29.46,6.71,-0.2275,0.00011613821832582578,0.022033049258302975,0.01,55.25,147.2,0.14148212148279338,0.44
default,['loan'],fairSMOTE,0.0909,0.1062,0.0153,0.206,0.2322,0.0262,1.813,2.0809,0.2679,-0.0174,0.0705,0.0878,0.1282,0.5054,0.3771,0.4043,0.5328,0.1285,67.74,48.81,-0.1892,50.9,8.45,-0.4244,30.25,6.26,-0.2399,37.37,7.19,-0.3018,0.00018570913580022395,0.040830928333238266,0.0,67.37,183.95,0.2936215439289058,0.31
duration,None,fairSMOTE,0.0,0.0097,0.0097,0.2258,0.0796,-0.1462,0.1935,1.118,0.9244,0.0161,-0.0079,-0.024,0.1292,0.5112,0.382,0.4128,0.526,0.1132,68.52,49.26,-0.1926,50.89,7.81,-0.4308,31.1,6.1,-0.25,38.12,6.85,-0.3127,0.00016071577130609627,0.0016726755553489866,0.1,68.27,188.06,0.34456236532569795,0.28
duration,['age'],fairSMOTE,0.0,0.0088,0.0088,0.2258,0.0813,-0.1445,0.1935,1.1098,0.9163,0.0161,-0.0074,-0.0235,0.1287,0.5185,0.3897,0.4122,0.5347,0.1225,68.5,48.45,-0.2005,50.9,7.88,-0.4302,31.05,6.15,-0.249,38.08,6.91,-0.3117,0.00016213948077070192,0.0016699428937273332,0.1,67.64,187.96,0.34456236532569795,0.28
duration,['balance'],fairSMOTE,0.0,0.0275,0.0275,0.225,0.0869,-0.1381,0.175,1.1732,0.9982,0.0125,-0.0014,-0.014,0.134,0.4958,0.3618,0.3996,0.5098,0.1102,68.05,50.38,-0.1767,49.22,8.05,-0.4117,29.39,5.93,-0.2346,36.34,6.83,-0.2951,0.00016426527137601132,0.0018491635994235893,0.09,69.4,182.46,0.4622499461255427,0.22
duration,['default'],fairSMOTE,0.0,0.0148,0.0148,0.225,0.0837,-0.1413,0.175,1.1258,0.9508,0.0125,-0.0054,-0.0179,0.1333,0.5193,0.386,0.3999,0.5348,0.1349,68.15,48.61,-0.1954,49.24,8.07,-0.4117,29.47,6.42,-0.2305,36.42,7.15,-0.2927,0.00018001167034174787,0.001749527473316797,0.1,68.49,182.74,0.40081416938293446,0.25
duration,['education'],fairSMOTE,0.0,-0.009,-0.009,0.3226,0.0978,-0.2247,0.0968,1.0827,0.986,0.0645,-0.0164,-0.0809,0.1254,0.5181,0.3926,0.4068,0.5336,0.1268,68.38,48.31,-0.2008,50.95,7.87,-0.4309,30.67,5.97,-0.247,37.76,6.79,-0.3097,0.00015410014987154132,0.001750139457504941,0.09,67.18,187.16,0.2936215439289058,0.31
duration,['housing'],fairSMOTE,0.0,-0.0087,-0.0087,0.1935,0.0454,-0.1482,0.2258,1.026,0.8002,0.0,-0.0139,-0.0139,0.1211,0.5846,0.4635,0.3803,0.5914,0.2112,66.35,42.78,-0.2357,51.0,7.43,-0.4357,28.24,6.14,-0.2211,35.35,6.72,-0.2863,0.0001310736444103877,0.0013335029913579312,0.1,61.36,180.4,0.2936215439289058,0.31
duration,['loan'],fairSMOTE,0.0,0.0116,0.0116,0.2258,0.0846,-0.1412,0.1935,1.1061,0.9126,0.0161,-0.0065,-0.0226,0.1282,0.5343,0.4061,0.4043,0.549,0.1447,67.74,47.33,-0.2041,50.9,7.78,-0.4312,30.25,6.35,-0.2391,37.37,6.99,-0.3039,0.00016319117431144953,0.0017534168337828679,0.09,66.68,185.7,0.34456236532569795,0.28
education,None,fairSMOTE,-0.1001,0.0125,0.1126,0.1483,0.0547,-0.0935,0.6663,1.0339,0.3676,-0.0192,0.0024,0.0216,0.1292,0.5885,0.4593,0.4128,0.6177,0.2048,68.52,42.12,-0.264,50.89,8.29,-0.426,31.1,7.48,-0.2362,38.12,7.86,-0.3025,0.00020545736046210085,0.0014838039511014714,0.14,64.05,187.3,0.4622499461255427,0.22
education,['age'],fairSMOTE,-0.1016,-0.0402,0.0615,0.1495,0.0756,-0.0739,0.6641,0.9563,0.2922,-0.0199,-0.0206,-0.0006,0.1287,0.5984,0.4697,0.4122,0.6294,0.2173,68.5,41.92,-0.2658,50.9,8.25,-0.4264,31.05,8.14,-0.2291,38.08,8.19,-0.2988,0.000230688792411966,0.0020899675220858137,0.11,64.74,187.19,0.34456236532569795,0.28
education,['balance'],fairSMOTE,-0.1044,-0.0596,0.0448,0.1516,0.0669,-0.0846,0.6607,0.9267,0.2659,-0.0218,-0.0305,-0.0087,0.1297,0.6185,0.4888,0.4126,0.6492,0.2365,68.45,39.97,-0.2848,50.86,8.25,-0.4261,31.04,8.16,-0.2288,38.04,8.2,-0.2985,0.00022039196300514927,0.0024744236730652198,0.09,62.75,187.05,0.34456236532569795,0.28
education,['default'],fairSMOTE,-0.1027,0.01,0.1127,0.148,0.045,-0.103,0.6614,1.0291,0.3677,-0.0217,0.0008,0.0226,0.1333,0.583,0.4497,0.3999,0.6133,0.2134,68.15,42.69,-0.2546,49.24,8.57,-0.4067,29.47,7.73,-0.2174,36.42,8.13,-0.2829,0.00023002923390480777,0.001268729990999778,0.18,65.45,181.95,0.4622499461255427,0.22
education,['duration'],fairSMOTE,-0.2068,-0.0489,0.1579,0.3199,0.0597,-0.2602,0.515,0.9221,0.4071,-0.0372,-0.022,0.0152,0.2454,0.5492,0.3038,0.4373,0.5634,0.1261,51.87,45.51,-0.0636,48.29,8.02,-0.4027,22.89,6.26,-0.1663,30.61,7.03,-0.2358,0.00016070368450237825,0.0019787389230769277,0.08,65.12,151.79,0.40081416938293446,0.25
education,['housing'],fairSMOTE,-0.098,-0.0448,0.0532,0.1337,0.0622,-0.0715,0.6674,0.9544,0.287,-0.0249,-0.0242,0.0007,0.1211,0.5834,0.4623,0.3803,0.6085,0.2282,66.35,42.29,-0.2406,51.0,8.19,-0.4282,28.24,6.97,-0.2127,35.35,7.53,-0.2782,0.00018163276208059726,0.001998353745725716,0.09,63.22,179.65,0.40081416938293446,0.25
education,"['loan', 'duration']",fairSMOTE,-0.151,-0.053,0.098,0.2933,0.0649,-0.2284,0.5334,0.9122,0.3788,0.0054,-0.0222,-0.0275,0.2502,0.5698,0.3196,0.4277,0.5824,0.1547,50.34,43.62,-0.0672,48.13,7.94,-0.4019,21.61,6.27,-0.1534,29.46,7.0,-0.2246,0.00015207832474761296,0.0021948292284538675,0.07,63.1,147.86,0.34456236532569795,0.28
education,['loan'],fairSMOTE,-0.1028,0.0139,0.1167,0.1493,0.034,-0.1154,0.6613,1.035,0.3737,-0.0206,0.0027,0.0232,0.1282,0.5756,0.4474,0.4043,0.6045,0.2002,67.74,43.59,-0.2415,50.9,8.26,-0.4264,30.25,7.58,-0.2267,37.37,7.91,-0.2947,0.0002157438844167069,0.0012954782057868221,0.17,65.66,184.93,0.4622499461255427,0.22
housing,None,fairSMOTE,0.1729,0.2989,0.126,0.2738,0.2997,0.0259,2.9006,1.5928,-1.3078,0.0285,0.1443,0.1158,0.1292,0.6249,0.4957,0.4128,0.6515,0.2387,68.52,39.33,-0.2919,50.89,8.12,-0.4277,31.1,7.88,-0.2322,38.12,8.0,-0.3012,0.00020115679123472807,0.18332343642836402,0.0,59.64,184.98,0.2936215439289058,0.31
housing,['age'],fairSMOTE,0.1724,0.3307,0.1584,0.2726,0.3325,0.0599,2.903,1.7721,-1.1309,0.0288,0.1608,0.1319,0.1287,0.583,0.4543,0.4122,0.6135,0.2014,68.5,42.66,-0.2584,50.9,8.34,-0.4255,31.05,7.56,-0.2349,38.08,7.94,-0.3014,0.00021345266605482622,0.2537468945988386,0.0,62.52,184.87,0.40081416938293446,0.25
housing,['balance'],fairSMOTE,0.1752,0.2995,0.1244,0.2738,0.3058,0.032,2.9457,1.6425,-1.3032,0.0304,0.1486,0.1183,0.1297,0.6007,0.4711,0.4126,0.6268,0.2141,68.45,40.89,-0.2756,50.86,8.18,-0.4267,31.04,7.25,-0.2378,38.04,7.69,-0.3035,0.00018653420067205748,0.19395118045759394,0.0,60.27,184.68,0.2936215439289058,0.31
housing,['default'],fairSMOTE,0.1799,0.3024,0.1225,0.2742,0.3011,0.0269,2.9777,1.5988,-1.3789,0.035,0.1458,0.1108,0.1333,0.6229,0.4896,0.3999,0.65,0.2501,68.15,39.62,-0.2853,49.24,8.37,-0.4087,29.47,8.14,-0.2133,36.42,8.25,-0.2817,0.00022271269350761518,0.1882150363875907,0.0,60.68,179.51,0.40081416938293446,0.25
housing,['duration'],fairSMOTE,0.4384,0.3028,-0.1356,0.7225,0.3225,-0.4,128.0266,1.5518,-126.4748,0.039,0.1368,0.0979,0.2454,0.7096,0.4642,0.4373,0.7186,0.2813,51.87,31.59,-0.2027,48.29,7.71,-0.4058,22.89,7.34,-0.1555,30.61,7.53,-0.2308,0.0001346239437332265,0.19088242172714256,0.0,50.46,23.99,0.172167236066597,0.41
housing,['education'],fairSMOTE,0.1696,0.3083,0.1386,0.2674,0.3247,0.0573,2.9021,1.6794,-1.2227,0.0292,0.1472,0.1179,0.1254,0.6115,0.4861,0.4068,0.6398,0.2331,68.38,40.15,-0.2823,50.95,8.23,-0.4273,30.67,7.65,-0.2303,37.76,7.93,-0.2984,0.00020011845536079367,0.20722613672582477,0.0,60.14,184.13,0.40081416938293446,0.25
housing,"['loan', 'duration']",fairSMOTE,0.4999,0.3006,-0.1993,0.7623,0.296,-0.4663,95.3616,1.4935,-93.8681,0.0781,0.1365,0.0584,0.2502,0.7363,0.4861,0.4277,0.7438,0.3161,50.34,29.71,-0.2064,48.13,7.63,-0.405,21.61,7.77,-0.1384,29.46,7.7,-0.2176,0.0001355461825815801,0.17950726614647097,0.0,49.16,52.2,0.11518373151505122,0.47
housing,['loan'],fairSMOTE,0.1718,0.324,0.1522,0.2652,0.3274,0.0623,2.9434,1.6258,-1.3176,0.0332,0.1561,0.1229,0.1282,0.6495,0.5213,0.4043,0.6743,0.27,67.74,37.31,-0.3043,50.9,8.01,-0.4288,30.25,8.05,-0.222,37.37,8.03,-0.2934,0.00019335309446098065,0.23779044179471462,0.0,57.54,182.55,0.34456236532569795,0.28
job,None,fairSMOTE,0.0668,0.0355,-0.0313,0.125,0.0545,-0.0705,1.5745,1.0713,-0.5032,-0.0037,0.0154,0.019,0.1292,0.5843,0.4551,0.4128,0.6139,0.2011,68.52,42.67,-0.2585,50.89,8.29,-0.4259,31.1,7.59,-0.2351,38.12,7.93,-0.3019,0.0002129072577034852,0.002783223495380972,0.08,64.64,186.72,0.24799581483148547,0.34
job,['age'],fairSMOTE,0.0663,-0.0119,-0.0782,0.125,0.0357,-0.0893,1.5816,0.9895,-0.5921,-0.0041,-0.0026,0.0015,0.1287,0.5924,0.4637,0.4122,0.6236,0.2114,68.5,42.09,-0.2642,50.9,8.31,-0.4259,31.05,7.86,-0.2319,38.08,8.07,-0.3,0.00022188893841272505,0.0012505405415568166,0.18,64.67,186.6,0.20757844233562417,0.38
job,['balance'],fairSMOTE,0.0651,0.0017,-0.0634,0.1201,0.0638,-0.0563,1.5294,1.0177,-0.5117,-0.0033,0.0061,0.0094,0.1297,0.602,0.4723,0.4126,0.6315,0.2188,68.45,41.05,-0.274,50.86,8.27,-0.4259,31.04,7.68,-0.2335,38.04,7.96,-0.3008,0.00020770082508304432,0.0014537366737511644,0.14,63.27,186.53,0.24799581483148547,0.34
job,['default'],fairSMOTE,0.0702,0.0425,-0.0277,0.1285,0.0547,-0.0738,1.6055,1.0821,-0.5234,-0.0023,0.0188,0.0211,0.1333,0.5781,0.4448,0.3999,0.6088,0.2089,68.15,43.33,-0.2482,49.24,8.57,-0.4067,29.47,7.85,-0.2162,36.42,8.19,-0.2823,0.0002386265403250116,0.0032227293068344547,0.07,66.06,181.33,0.24799581483148547,0.34
