Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
age,None,LRTD,0.1459,0.1719,0.026,0.3098,0.1739,-0.1359,2.2357,1.2971,-0.9386,0.0227,0.1581,0.1355,0.1236,0.3745,0.2509,0.4377,0.6065,0.1688,84.17,71.99,-0.1218,85.32,70.16,-0.1516,80.16,85.62,0.0546,81.96,74.87,-0.0709,0.32376939673820143,0.07610673565946621,4.25,299.67,328.66,0.7527138062630524,0.09
age,['ca'],LRTD,0.2637,0.169,-0.0947,0.3679,0.1517,-0.2162,2.5647,1.2426,-1.3221,0.0624,0.1625,0.1001,0.1536,0.3969,0.2433,0.4408,0.603,0.1622,81.14,68.97,-0.1217,80.95,66.89,-0.1406,76.86,81.95,0.0509,78.32,71.35,-0.0697,0.2697342709827586,0.0681291924588406,3.96,286.27,313.54,0.5286121252556877,0.19
age,['oldpeak'],LRTD,0.1647,0.1499,-0.0148,0.3228,0.1953,-0.1275,2.4844,1.3147,-1.1697,0.0276,0.1429,0.1153,0.1236,0.3494,0.2258,0.431,0.5828,0.1518,83.48,72.32,-0.1116,85.35,71.94,-0.1341,78.77,83.38,0.0461,81.21,74.58,-0.0663,0.3235371567826427,0.06130158914385383,5.28,299.35,325.55,0.4622499461255427,0.22
age,['restecg'],LRTD,0.1647,0.1531,-0.0116,0.3293,0.1532,-0.1761,2.368,1.2218,-1.1462,0.0154,0.1523,0.1369,0.1242,0.3735,0.2493,0.4345,0.5965,0.162,83.83,70.99,-0.1284,85.29,69.72,-0.1557,79.5,83.58,0.0408,81.65,73.61,-0.0804,0.3044981074385214,0.06135684026271305,4.96,295.08,327.19,0.40081416938293446,0.25
age,['thal'],LRTD,0.1303,0.0758,-0.0545,0.3196,0.2306,-0.089,2.449,1.3721,-1.0769,-0.0289,0.0677,0.0966,0.1241,0.1736,0.0495,0.4108,0.4136,0.0028,81.45,75.75,-0.057,84.97,76.85,-0.0812,75.05,69.14,-0.0591,78.82,72.08,-0.0674,0.2901043139706666,0.01199820654895058,24.18,291.56,317.15,0.4622499461255427,0.22
ca,None,LRTD,-0.1582,-0.0005,0.1577,0.5182,0.2888,-0.2294,0.4317,0.7604,0.3287,0.0474,-0.0034,-0.0508,0.1236,0.2492,0.1256,0.4377,0.4736,0.0359,84.17,73.76,-0.1041,85.32,72.33,-0.1299,80.16,72.53,-0.0763,81.96,71.02,-0.1094,0.27480814286480065,0.0012291884527994394,223.57,288.33,329.86,0.40081416938293446,0.25
ca,['age'],LRTD,-0.1656,0.0479,0.2135,0.523,0.3124,-0.2106,0.4263,0.8435,0.4172,0.0437,0.017,-0.0268,0.1179,0.2918,0.1739,0.4343,0.5005,0.0662,84.51,71.76,-0.1275,85.98,69.03,-0.1695,80.16,73.48,-0.0668,82.31,69.99,-0.1232,0.2547517035438745,0.003720604630838173,68.47,282.66,331.18,0.5995101785600032,0.16
ca,['oldpeak'],LRTD,-0.2644,0.0516,0.316,0.5263,0.3562,-0.1701,0.4236,0.563,0.1394,-0.0178,0.0375,0.0553,0.1236,0.2829,0.1593,0.431,0.5211,0.0901,83.48,74.43,-0.0906,85.35,70.17,-0.1518,78.77,78.77,0.0,81.21,73.29,-0.0792,0.3014932294994224,0.0048167387816821,62.59,295.18,326.7,0.563523716477718,0.17
ca,['restecg'],LRTD,-0.2638,-0.0629,0.2009,0.5517,0.3184,-0.2333,0.3933,0.7348,0.3415,0.0002,-0.0429,-0.0431,0.1242,0.1908,0.0666,0.4345,0.4405,0.006,83.83,76.44,-0.0739,85.29,77.2,-0.0809,79.5,72.05,-0.0745,81.65,73.3,-0.0835,0.3116431983563218,0.0018338482396440012,169.94,297.53,328.14,0.40081416938293446,0.25
ca,['thal'],LRTD,-0.2656,0.1898,0.4554,0.5832,0.2404,-0.3428,0.3552,1.06,0.7048,0.0335,-0.0402,-0.0737,0.1241,0.373,0.2489,0.4108,0.5579,0.1471,81.45,68.06,-0.1339,84.97,63.96,-0.2101,75.05,76.16,0.0111,78.82,68.41,-0.1041,0.22679359713518346,0.007732852417346456,29.33,274.56,318.13,0.8336348830246822,0.06
chol,None,LRTD,0.1,0.0473,-0.0527,0.35,0.1303,-0.2197,0.0,1.0548,1.0548,0.1,0.0006,-0.0994,0.1236,0.474,0.3504,0.4377,0.7033,0.2656,84.17,71.76,-0.1241,85.32,64.06,-0.2126,80.16,95.73,0.1557,81.96,75.9,-0.0606,0.33400337208138625,0.0022905710159068665,145.82,305.74,330.94,0.9163591402734885,-0.03
chol,['age'],LRTD,0.1,0.219,0.119,0.35,0.1299,-0.2201,0.0,1.2131,1.2131,0.1,0.0861,-0.014,0.1179,0.4871,0.3692,0.4343,0.7028,0.2685,84.51,70.43,-0.1408,85.98,62.88,-0.231,80.16,94.43,0.1427,82.31,74.58,-0.0773,0.3118699491447062,0.0327968146105546,9.51,299.75,332.29,0.7527138062630524,-0.09
chol,['ca'],LRTD,0.2,0.0256,-0.1744,0.2,0.1714,-0.0286,0.1,1.0358,0.9358,0.2,0.0093,-0.1907,0.1536,0.5136,0.36,0.4408,0.72,0.2792,81.14,69.38,-0.1176,80.95,61.61,-0.1934,76.86,95.11,0.1825,78.32,74.02,-0.043,0.3009237392701048,0.0032033234785559294,93.94,298.32,315.91,0.7527138062630524,0.09
chol,['oldpeak'],LRTD,0.1,0.037,-0.063,0.35,0.1503,-0.1997,0.0,1.0363,1.0363,0.1,0.015,-0.085,0.1236,0.4692,0.3456,0.431,0.6936,0.2626,83.48,71.4,-0.1208,85.35,64.06,-0.2129,78.77,94.25,0.1548,81.21,75.38,-0.0583,0.32496502429733326,0.003530928305056516,92.03,303.31,328.14,0.9163591402734885,-0.03
chol,['restecg'],LRTD,0.1,0.1226,0.0226,0.35,0.1169,-0.2331,0.0,1.0708,1.0708,0.1,0.0537,-0.0463,0.1242,0.4341,0.3099,0.4345,0.6765,0.242,83.83,73.09,-0.1074,85.29,65.7,-0.1959,79.5,94.3,0.148,81.65,76.5,-0.0515,0.3464240780327586,0.01116106918989191,31.04,307.53,329.59,0.7527138062630524,-0.09
chol,['thal'],LRTD,0.1,0.0109,-0.0891,0.3,0.1463,-0.1537,0.0,1.048,1.048,0.15,-0.0109,-0.1609,0.1241,0.4211,0.297,0.4108,0.6628,0.252,81.45,73.76,-0.0769,84.97,65.68,-0.1929,75.05,93.33,0.1828,78.82,76.5,-0.0232,0.3458825337835862,0.0019328496112542095,178.95,307.6,319.61,1.0,0.0
cp,None,LRTD,0.1054,-0.1361,-0.2415,0.4744,0.1928,-0.2816,1.8188,1.2863,-0.5325,-0.3434,-0.2463,0.097,0.1236,0.5187,0.3951,0.4377,0.7137,0.276,84.17,67.37,-0.168,85.32,61.11,-0.2421,80.16,92.21,0.1205,81.96,72.33,-0.0963,0.2745751563694831,0.01600957920677862,17.15,290.17,327.72,0.5995101785600032,0.16
cp,['age'],LRTD,0.0943,-0.1116,-0.2059,0.469,0.1232,-0.3458,1.8188,1.1112,-0.7076,-0.3489,-0.2128,0.1361,0.1179,0.5775,0.4596,0.4343,0.7398,0.3055,84.51,65.38,-0.1913,85.98,58.46,-0.2752,80.16,93.14,0.1298,82.31,71.19,-0.1112,0.2534278695330538,0.011121435010303998,22.79,285.62,329.06,0.5995101785600032,0.16
cp,['ca'],LRTD,0.1544,-0.0228,-0.1772,0.4844,0.2183,-0.2661,2.0456,1.4975,-0.5481,-0.3013,-0.1994,0.1019,0.1536,0.5396,0.386,0.4408,0.73,0.2892,81.14,67.03,-0.141,80.95,60.11,-0.2084,76.86,93.53,0.1667,78.32,72.2,-0.0612,0.2721028700363586,0.021588188935576194,12.6,289.84,313.22,0.5995101785600032,0.16
cp,['oldpeak'],LRTD,0.106,-0.1396,-0.2456,0.4878,0.2411,-0.2467,1.5058,1.2939,-0.2119,-0.3566,-0.2188,0.1379,0.1236,0.5069,0.3833,0.431,0.7073,0.2763,83.48,68.01,-0.1547,85.35,61.92,-0.2343,78.77,92.36,0.1359,81.21,72.93,-0.0828,0.2836634640626979,0.013354406790260275,21.24,292.44,325.16,0.5995101785600032,0.16
cp,['restecg'],LRTD,0.1031,-0.2166,-0.3197,0.4698,0.2042,-0.2656,1.787,1.1979,-0.5891,-0.3412,-0.272,0.0693,0.1242,0.4865,0.3623,0.4345,0.7005,0.266,83.83,69.38,-0.1445,85.29,62.73,-0.2256,79.5,92.87,0.1337,81.65,73.75,-0.079,0.2980867940736207,0.012062018385273363,24.71,295.97,326.42,0.5995101785600032,0.16
cp,['thal'],LRTD,0.102,-0.0758,-0.1778,0.4365,0.2517,-0.1848,1.7819,1.163,-0.6189,-0.3171,-0.2002,0.1169,0.1241,0.3872,0.2631,0.4108,0.6088,0.198,81.45,72.44,-0.0901,84.97,66.02,-0.1895,75.05,86.67,0.1162,78.82,74.26,-0.0456,0.30779276543312284,0.012456512464260475,24.71,296.86,316.58,0.5995101785600032,0.16
exang,None,LRTD,-0.2322,-0.1327,0.0995,0.5658,0.3649,-0.2009,0.3101,0.5917,0.2816,0.0413,0.0009,-0.0405,0.1236,0.4085,0.2849,0.4377,0.6324,0.1947,84.17,72.07,-0.121,85.32,65.05,-0.2027,80.16,88.63,0.0847,81.96,74.31,-0.0765,0.308761825332362,0.007377716405485439,41.85,298.16,329.64,0.7527138062630524,0.09
exang,['age'],LRTD,-0.1977,-0.1333,0.0644,0.5577,0.3376,-0.2201,0.3158,0.602,0.2862,0.0586,-0.0281,-0.0867,0.1179,0.3708,0.2529,0.4343,0.6048,0.1705,84.51,73.44,-0.1107,85.98,67.38,-0.186,80.16,87.44,0.0728,82.31,75.04,-0.0727,0.32467407841977375,0.005909937409923854,54.94,301.48,331.11,0.7527138062630524,0.09
exang,['ca'],LRTD,-0.157,-0.178,-0.021,0.5324,0.3482,-0.1842,0.3371,0.6024,0.2653,0.1012,-0.0398,-0.1411,0.1536,0.4234,0.2698,0.4408,0.6354,0.1946,81.14,71.06,-0.1008,80.95,63.65,-0.173,76.86,87.36,0.105,78.32,73.09,-0.0523,0.28878773421428966,0.009208935784189682,31.36,293.11,315.52,0.6744240722352938,0.12
exang,['oldpeak'],LRTD,-0.175,-0.1935,-0.0185,0.5447,0.3412,-0.2035,0.3169,0.6067,0.2898,0.0699,-0.0562,-0.1261,0.1236,0.4036,0.28,0.431,0.6188,0.1878,83.48,71.39,-0.1209,85.35,65.26,-0.2009,78.77,86.74,0.0797,81.21,73.62,-0.0759,0.29751206133243313,0.009451491059800018,31.48,294.94,327.06,0.6744240722352938,0.12
exang,['restecg'],LRTD,-0.2327,-0.2516,-0.0189,0.5725,0.4534,-0.1191,0.3003,0.4853,0.185,0.0511,-0.0311,-0.0822,0.1242,0.3288,0.2046,0.4345,0.5756,0.1411,83.83,74.4,-0.0943,85.29,69.18,-0.1611,79.5,85.1,0.056,81.65,75.31,-0.0634,0.32987478469026893,0.014691352764690004,22.45,301.75,328.29,0.5286121252556877,0.19
exang,['thal'],LRTD,-0.2515,-0.1018,0.1497,0.5604,0.3647,-0.1957,0.2905,0.5628,0.2723,0.0434,0.0416,-0.0018,0.1241,0.3585,0.2344,0.4108,0.5719,0.1611,81.45,71.39,-0.1006,84.97,66.29,-0.1868,75.05,81.8,0.0675,78.82,72.27,-0.0655,0.27977032930371726,0.00590590124848295,47.37,290.02,318.26,0.6744240722352938,0.12
fbs,None,LRTD,0.0975,-0.0588,-0.1563,0.2677,0.2413,-0.0264,1.1324,0.8747,-0.2577,0.0627,-0.0252,-0.0879,0.1236,0.4712,0.3476,0.4377,0.6765,0.2388,84.17,69.72,-0.1445,85.32,62.54,-0.2278,80.16,90.72,0.1056,81.96,73.32,-0.0864,0.29004576463156967,0.0034803749962799995,83.34,294.51,329.62,0.4622499461255427,0.22
fbs,['age'],LRTD,0.0879,0.0026,-0.0853,0.264,0.2487,-0.0153,1.1179,1.0396,-0.0783,0.0579,-0.0428,-0.1007,0.1179,0.4434,0.3255,0.4343,0.6588,0.2245,84.51,71.43,-0.1308,85.98,64.73,-0.2125,80.16,90.74,0.1058,82.31,74.46,-0.0785,0.3123772592325158,0.0039455396133408005,79.17,299.45,331.02,0.4622499461255427,0.22
fbs,['ca'],LRTD,0.0897,0.0079,-0.0818,0.2801,0.2057,-0.0744,1.2665,1.1709,-0.0956,0.0491,-0.0464,-0.0955,0.1536,0.5383,0.3847,0.4408,0.73,0.2892,81.14,68.34,-0.1279,80.95,60.18,-0.2077,76.86,95.11,0.1825,78.32,73.2,-0.0512,0.28634862259017924,0.0049002357095649296,58.44,294.73,315.18,0.4622499461255427,0.22
fbs,['oldpeak'],LRTD,0.098,-0.0228,-0.1208,0.2631,0.2129,-0.0502,1.1539,0.8979,-0.256,0.055,-0.0203,-0.0753,0.1236,0.4531,0.3295,0.431,0.6766,0.2456,83.48,71.76,-0.1172,85.35,64.0,-0.2135,78.77,92.91,0.1414,81.21,75.16,-0.0605,0.32070319588634477,0.0020226484217452504,158.56,302.19,326.84,0.4622499461255427,0.22
fbs,['restecg'],LRTD,0.098,-0.0642,-0.1622,0.2636,0.2288,-0.0348,1.1259,0.8641,-0.2618,0.0663,-0.0455,-0.1117,0.1242,0.416,0.2918,0.4345,0.6634,0.2289,83.83,73.75,-0.1008,85.29,66.59,-0.187,79.5,93.59,0.1409,81.65,76.86,-0.0479,0.3532514433066042,0.0027831770181306003,126.92,309.07,328.26,0.4622499461255427,0.22
fbs,['thal'],LRTD,0.0617,-0.0317,-0.0934,0.2473,0.2284,-0.0189,0.9947,1.1083,0.1136,0.0592,-0.0526,-0.1119,0.1241,0.4697,0.3456,0.4108,0.6861,0.2753,81.45,70.71,-0.1074,84.97,62.87,-0.221,75.05,92.72,0.1767,78.82,74.26,-0.0456,0.3061039278344974,0.003616765892957943,84.63,298.58,318.51,0.5286121252556877,0.19
oldpeak,None,LRTD,-0.0846,-0.2743,-0.1897,0.5365,0.4826,-0.0539,0.1675,0.4109,0.2434,0.0627,0.0342,-0.0285,0.1236,0.225,0.1014,0.4377,0.4574,0.0197,84.17,74.76,-0.0941,85.32,72.71,-0.1261,80.16,71.82,-0.0834,81.96,71.7,-0.1026,0.2799110098442483,0.016470000480913974,17.0,288.74,330.38,0.34456236532569795,0.28
oldpeak,['age'],LRTD,-0.0989,-0.248,-0.1491,0.5365,0.3737,-0.1628,0.1493,0.5477,0.3984,0.0556,-0.0085,-0.064,0.1179,0.2636,0.1457,0.4343,0.4537,0.0194,84.51,70.4,-0.141,85.98,66.41,-0.1957,80.16,65.85,-0.1431,82.31,64.56,-0.1775,0.19876486664999998,0.01342426420717382,14.81,265.05,331.7,0.40081416938293446,0.25
oldpeak,['ca'],LRTD,-0.2864,-0.171,0.1154,0.6025,0.3469,-0.2556,0.1822,0.5125,0.3303,-0.0548,0.0309,0.0857,0.1536,0.2549,0.1013,0.4408,0.4507,0.0099,81.14,70.71,-0.1043,80.95,67.87,-0.1308,76.86,65.84,-0.1102,78.32,66.09,-0.1223,0.20883365879187865,0.0076851358164354774,27.17,268.68,315.24,0.4622499461255427,0.22
oldpeak,['restecg'],LRTD,-0.0846,-0.2676,-0.183,0.5365,0.4554,-0.0811,0.1675,0.4337,0.2662,0.0627,0.006,-0.0567,0.1242,0.2151,0.0909,0.4345,0.4544,0.0199,83.83,75.08,-0.0875,85.29,74.01,-0.1128,79.5,71.95,-0.0755,81.65,72.34,-0.0931,0.28921887359024834,0.014356443416872802,20.15,291.2,329.04,0.34456236532569795,0.28
oldpeak,['thal'],LRTD,-0.1989,-0.1323,0.0666,0.5418,0.3276,-0.2142,0.1171,0.5813,0.4642,-0.0319,0.0083,0.0402,0.1241,0.3159,0.1918,0.4108,0.5348,0.124,81.45,72.41,-0.0903,84.97,67.51,-0.1746,75.05,77.63,0.0258,78.82,71.62,-0.072,0.27180241280089656,0.00600711297648264,45.25,287.41,318.74,0.5995101785600032,0.16
restecg,None,LRTD,-0.043,-0.093,-0.05,0.172,0.1521,-0.0199,0.7629,0.8807,0.1178,0.0256,0.0006,-0.025,0.1236,0.4201,0.2965,0.4377,0.6564,0.2187,84.17,73.06,-0.1111,85.32,65.97,-0.1935,80.16,91.91,0.1175,81.96,76.04,-0.0592,0.3368340555321434,0.004398094751893922,76.59,305.15,330.36,0.6744240722352938,0.12
restecg,['age'],LRTD,-0.0703,0.0193,0.0896,0.1825,0.1228,-0.0597,0.7258,1.0443,0.3185,0.012,-0.0093,-0.0212,0.1179,0.4329,0.315,0.4343,0.6457,0.2114,84.51,70.76,-0.1375,85.98,64.41,-0.2157,80.16,87.62,0.0746,82.31,73.39,-0.0892,0.2930709649353021,0.0018655613660896147,157.1,294.52,331.64,0.9163591402734885,0.03
restecg,['ca'],LRTD,-0.0545,-0.0599,-0.0054,0.1743,0.1562,-0.0181,0.7039,0.9041,0.2002,0.0526,0.0169,-0.0357,0.1536,0.4856,0.332,0.4408,0.69,0.2492,81.14,70.34,-0.1079,80.95,62.42,-0.1853,76.86,92.78,0.1592,78.32,74.14,-0.0418,0.30203890264088273,0.0038372650038100012,78.71,297.88,315.97,0.7527138062630524,0.09
restecg,['oldpeak'],LRTD,-0.027,-0.1628,-0.1358,0.1821,0.1722,-0.0099,0.7942,0.8391,0.0449,0.0341,-0.0443,-0.0784,0.1236,0.3996,0.276,0.431,0.6433,0.2123,83.48,73.75,-0.0974,85.35,67.18,-0.1817,78.77,91.39,0.1262,81.21,76.38,-0.0483,0.3458306122410594,0.006937503338160001,49.85,306.68,327.57,0.5286121252556877,0.19
restecg,['thal'],LRTD,-0.0127,-0.0527,-0.04,0.1588,0.1485,-0.0103,0.7879,0.9242,0.1363,0.0418,0.0209,-0.0209,0.1241,0.4614,0.3373,0.4108,0.6801,0.2693,81.45,71.37,-0.1008,84.97,63.64,-0.2133,75.05,92.67,0.1762,78.82,74.84,-0.0398,0.31499634897854345,0.0034569576555485404,91.12,300.75,319.12,0.6744240722352938,0.12
sex,None,LRTD,0.1539,-0.0088,-0.1627,0.3338,0.2084,-0.1254,2.6009,1.4674,-1.1335,0.0138,0.0436,0.0298,0.1236,0.493,0.3694,0.4377,0.6872,0.2495,84.17,67.31,-0.1686,85.32,62.66,-0.2266,80.16,89.85,0.0969,81.96,72.23,-0.0973,0.27372086406653795,0.004585446726756481,59.69,289.8,328.32,0.5286121252556877,0.19
sex,['age'],LRTD,0.1448,-0.0672,-0.212,0.329,0.1369,-0.1921,2.5796,1.5053,-1.0743,0.0093,-0.0751,-0.0844,0.1179,0.4439,0.326,0.4343,0.6392,0.2049,84.51,67.26,-0.1724,85.98,64.73,-0.2125,80.16,84.91,0.0475,82.31,70.67,-0.1164,0.26126702739498986,0.003501703422047999,74.61,285.26,329.73,0.34456236532569795,0.28
sex,['ca'],LRTD,0.1847,-0.0658,-0.2505,0.3306,0.116,-0.2146,2.47,1.1612,-1.3088,0.0271,-0.0355,-0.0626,0.1536,0.5612,0.4076,0.4408,0.7176,0.2768,81.14,63.56,-0.1757,80.95,58.53,-0.2242,76.86,88.94,0.1208,78.32,69.35,-0.0897,0.22947109779541372,0.0035409847344049995,64.8,278.32,313.97,0.40081416938293446,0.25
sex,['oldpeak'],LRTD,0.1289,-0.0404,-0.1693,0.3229,0.1633,-0.1596,3.1281,1.2639,-1.8642,-0.0045,0.0497,0.0542,0.1236,0.4897,0.3661,0.431,0.667,0.236,83.48,65.93,-0.1755,85.35,62.42,-0.2293,78.77,86.07,0.073,81.21,70.45,-0.1076,0.24954361075026202,0.00510853395364791,48.85,282.74,325.09,0.5286121252556877,0.19
sex,['restecg'],LRTD,0.1337,0.0744,-0.0593,0.3136,0.1767,-0.1369,3.1493,1.6875,-1.4618,0.0076,0.0529,0.0453,0.1242,0.4196,0.2954,0.4345,0.6371,0.2026,83.83,69.66,-0.1417,85.29,67.0,-0.1829,79.5,86.74,0.0724,81.65,73.27,-0.0838,0.2966018008731034,0.016229213919560018,18.28,293.99,326.5,0.5995101785600032,0.16
sex,['thal'],LRTD,0.1591,-0.1291,-0.2882,0.3523,0.1545,-0.1978,3.0634,1.0925,-1.9709,-0.0448,-0.0138,0.031,0.1241,0.2644,0.1403,0.4108,0.5147,0.1039,81.45,76.44,-0.0501,84.97,72.29,-0.1268,75.05,80.57,0.0552,78.82,75.6,-0.0322,0.3365702897151724,0.0053852881451039985,62.5,302.88,316.41,0.4622499461255427,0.22
thal,None,LRTD,-0.3051,0.1167,0.4218,0.5852,0.1334,-0.4518,0.2639,0.9972,0.7333,0.0045,-0.001,-0.0055,0.1236,0.2328,0.1092,0.4377,0.3758,-0.0619,84.17,65.99,-0.1818,85.32,54.23,-0.3109,80.16,52.44,-0.2772,81.96,52.32,-0.2964,0.09818345646912,0.0018694186438723602,52.52,223.49,329.41,0.5286121252556877,0.19
thal,['age'],LRTD,-0.3944,0.1802,0.5746,0.5925,0.1343,-0.4582,0.2589,1.0734,0.8145,-0.0402,0.0491,0.0893,0.1179,0.2868,0.1689,0.4343,0.4159,-0.0184,84.51,63.99,-0.2052,85.98,51.59,-0.3439,80.16,54.54,-0.2562,82.31,51.64,-0.3067,0.09297557304388135,0.00985668695174042,9.43,219.79,330.45,0.5995101785600032,0.16
thal,['ca'],LRTD,-0.5236,0.1097,0.6333,0.6015,0.1289,-0.4726,0.2664,0.8982,0.6318,-0.1058,-0.0084,0.0974,0.1536,0.2318,0.0782,0.4408,0.3965,-0.0443,81.14,68.01,-0.1313,80.95,55.5,-0.2545,76.86,56.61,-0.2025,78.32,55.13,-0.2319,0.11780302623098278,0.00177233020544916,66.47,233.85,314.26,0.5995101785600032,0.16
thal,['oldpeak'],LRTD,-0.3051,0.1049,0.41,0.5845,0.1674,-0.4171,0.2586,0.9192,0.6606,0.0082,0.0139,0.0057,0.1236,0.2365,0.1129,0.431,0.3895,-0.0415,83.48,67.32,-0.1616,85.35,54.43,-0.3092,78.77,55.1,-0.2367,81.21,54.04,-0.2717,0.10910916820253334,0.0028474385648164877,38.32,229.38,326.62,0.5995101785600032,0.16
thal,['restecg'],LRTD,-0.2734,0.1249,0.3983,0.5669,0.1419,-0.425,0.2736,1.4259,1.1523,0.0148,0.0006,-0.0141,0.1242,0.1612,0.037,0.4345,0.336,-0.0985,83.83,69.32,-0.1451,85.29,60.91,-0.2438,79.5,51.95,-0.2755,81.65,54.77,-0.2688,0.12013981757877186,0.0022152215496338873,54.23,235.09,328.19,0.5995101785600032,0.16
