Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
internet,None,FairSmote,0.1647,0.0142,-0.1505,0.2512,0.0815,-0.1697,3.6969,1.187,-2.5099,-0.1062,-0.0471,0.0591,0.198,0.3673,0.1693,0.313,0.4615,0.1485,68.41,62.73,-0.0568,60.66,49.03,-0.1163,50.02,58.83,0.0881,54.03,53.05,-0.0098,0.0959887647733878,0.00253046268549072,37.93,221.8,228.38,0.6744240722352938,0.12
internet,['Medu'],FairSmote,0.2078,0.0096,-0.1982,0.2779,0.1069,-0.171,3.2472,1.2649,-1.9823,-0.0939,-0.079,0.0149,0.2092,0.4047,0.1955,0.3027,0.4816,0.1789,65.63,59.56,-0.0607,56.94,46.93,-0.1001,45.42,58.24,0.1282,49.66,51.28,0.0162,0.08348168104362666,0.004544463854087821,18.37,213.91,213.33,0.9163591402734885,0.03
internet,['Pstatus'],FairSmote,0.165,0.0557,-0.1093,0.2513,0.1196,-0.1317,4.2207,1.4475,-2.7732,-0.1046,-0.0761,0.0286,0.1937,0.3482,0.1545,0.3102,0.4422,0.132,68.7,63.31,-0.0539,61.17,49.91,-0.1126,49.95,57.14,0.0719,54.26,52.85,-0.0141,0.09541501349795513,0.005831788072330266,16.36,220.93,228.83,0.6744240722352938,0.12
internet,['age'],FairSmote,0.1694,-0.0104,-0.1798,0.2445,0.1147,-0.1298,3.685,1.1651,-2.5199,-0.0943,-0.045,0.0493,0.2025,0.3723,0.1698,0.3177,0.4586,0.1409,68.5,61.67,-0.0683,60.4,47.8,-0.126,50.27,57.01,0.0674,54.32,51.5,-0.0282,0.08655164655569601,0.0023673387112138973,36.56,216.16,228.81,0.6744240722352938,0.12
internet,['higher'],FairSmote,0.164,-0.0124,-0.1764,0.244,0.1027,-0.1413,4.0424,1.1717,-2.8707,-0.0961,-0.0602,0.0359,0.177,0.3343,0.1573,0.289,0.4249,0.1359,68.51,63.3,-0.0521,62.01,49.48,-0.1253,47.24,54.62,0.0738,52.77,51.44,-0.0133,0.08800501431634697,0.0025609000722932418,34.36,217.01,225.52,0.7527138062630524,0.09
nursery,None,FairSmote,0.0884,0.0045,-0.0839,0.135,0.0672,-0.0678,2.1003,1.1214,-0.9789,-0.0107,-0.0301,-0.0194,0.198,0.3654,0.1674,0.313,0.4719,0.1589,68.41,63.79,-0.0462,60.66,51.11,-0.0955,50.02,62.35,0.1233,54.03,55.77,0.0174,0.11336659721351251,0.0016480833561726945,68.79,231.34,230.55,0.8336348830246822,0.06
nursery,['Medu'],FairSmote,0.1004,0.0089,-0.0915,0.1366,0.1199,-0.0167,2.0092,1.1392,-0.87,-0.0037,-0.0242,-0.0205,0.2092,0.3695,0.1603,0.3027,0.4718,0.1691,65.63,63.78,-0.0185,56.94,50.64,-0.063,45.42,61.48,0.1606,49.66,55.23,0.0557,0.10967491760106461,0.00202651505594318,54.12,229.4,215.18,1.0,0.0
nursery,['Pstatus'],FairSmote,0.0895,-0.0314,-0.1209,0.1357,0.0717,-0.064,2.1189,1.1343,-0.9846,-0.0101,-0.0842,-0.0741,0.1937,0.3515,0.1578,0.3102,0.4671,0.1569,68.7,65.03,-0.0367,61.17,51.89,-0.0928,49.95,62.63,0.1268,54.26,56.47,0.0221,0.11934358837947415,0.0027618203202084005,43.21,234.16,231.5,0.7527138062630524,0.09
nursery,['age'],FairSmote,0.094,-0.0159,-0.1099,0.153,0.0867,-0.0663,2.3307,1.1476,-1.1831,-0.0268,-0.0511,-0.0243,0.2025,0.3501,0.1476,0.3177,0.4632,0.1455,68.5,64.84,-0.0366,60.4,51.85,-0.0855,50.27,62.07,0.118,54.32,56.26,0.0194,0.1173976098964195,0.0020927070854726395,56.1,233.25,230.61,0.8336348830246822,0.06
nursery,['higher'],FairSmote,0.1015,0.0245,-0.077,0.1611,0.1044,-0.0567,1.9761,1.1838,-0.7923,-0.0175,-0.0081,0.0094,0.177,0.3512,0.1742,0.289,0.4499,0.1609,68.51,63.5,-0.0501,62.01,50.19,-0.1182,47.24,58.21,0.1097,52.77,53.6,0.0083,0.0994382127564,0.0016719673876425007,59.47,223.8,228.04,0.9163591402734885,0.03
paid,None,FairSmote,0.1313,0.0796,-0.0517,0.2205,0.1854,-0.0351,1.3834,1.2554,-0.128,-0.105,-0.0084,0.0966,0.198,0.3681,0.1701,0.313,0.4739,0.1609,68.41,63.39,-0.0502,60.66,50.61,-0.1005,50.02,61.52,0.115,54.03,55.05,0.0102,0.10865514944249997,0.0035873380186464856,30.29,228.65,230.77,1.0,0.0
paid,['Medu'],FairSmote,0.1761,0.0836,-0.0925,0.2369,0.1658,-0.0711,0.8632,1.3418,0.4786,-0.0683,-0.0035,0.0648,0.2092,0.3871,0.1779,0.3027,0.4806,0.1779,65.63,62.15,-0.0348,56.94,49.8,-0.0714,45.42,61.68,0.1626,49.66,54.42,0.0476,0.10389327964931869,0.0035747991113553312,29.06,226.06,215.89,0.9163591402734885,-0.03
paid,['Pstatus'],FairSmote,0.1279,0.0891,-0.0388,0.2144,0.193,-0.0214,1.3902,1.4611,0.0709,-0.0992,0.0064,0.1056,0.1937,0.3599,0.1662,0.3102,0.4672,0.157,68.7,64.26,-0.0443,61.17,51.13,-0.1004,49.95,61.78,0.1183,54.26,55.48,0.0122,0.11261953848045905,0.0048189386164461685,23.37,230.51,231.75,0.9163591402734885,-0.03
paid,['age'],FairSmote,0.1226,0.1381,0.0155,0.2187,0.2002,-0.0185,1.4096,1.493,0.0834,-0.1148,0.0506,0.1654,0.2025,0.3681,0.1656,0.3177,0.4816,0.1639,68.5,64.36,-0.0415,60.4,51.42,-0.0898,50.27,64.11,0.1384,54.32,56.53,0.0221,0.11992988306807621,0.01735555935065285,6.91,233.91,231.08,0.8336348830246822,-0.06
paid,['higher'],FairSmote,0.0907,0.031,-0.0597,0.1892,0.2089,0.0197,1.207,1.0858,-0.1212,-0.1027,0.0269,0.1296,0.177,0.3391,0.1621,0.289,0.4271,0.1381,68.51,62.93,-0.0558,62.01,50.24,-0.1177,47.24,55.05,0.0781,52.77,51.94,-0.0083,0.0903962578051077,0.004608487899868431,19.62,218.33,228.46,0.9163591402734885,0.03
reason,None,FairSmote,-0.1163,0.0131,0.1294,0.143,0.0877,-0.0553,0.6789,1.0066,0.3277,-0.0039,0.0152,0.0191,0.198,0.3554,0.1574,0.313,0.4671,0.1541,68.41,64.07,-0.0434,60.66,50.69,-0.0997,50.02,61.2,0.1118,54.03,54.97,0.0094,0.1092528614628824,0.0017055364020445978,64.06,229.38,231.64,0.7527138062630524,-0.09
reason,['Medu'],FairSmote,-0.1217,0.0169,0.1386,0.1791,0.0808,-0.0983,0.6482,0.9612,0.313,0.0207,0.0205,-0.0003,0.2092,0.3872,0.178,0.3027,0.4919,0.1892,65.63,62.53,-0.031,56.94,49.87,-0.0707,45.42,62.91,0.1749,49.66,55.06,0.054,0.10802161243818839,0.001974545701066932,54.71,228.82,216.11,0.8336348830246822,-0.06
reason,['Pstatus'],FairSmote,-0.1005,0.0037,0.1042,0.1308,0.0869,-0.0439,0.6926,0.9795,0.2869,0.0009,0.0222,0.0213,0.1937,0.3649,0.1712,0.3102,0.4748,0.1646,68.7,63.68,-0.0502,61.17,50.09,-0.1108,49.95,61.53,0.1158,54.26,54.77,0.0051,0.10749610681143465,0.0013076494430055727,82.21,228.6,232.66,0.7527138062630524,-0.09
reason,['age'],FairSmote,-0.1028,-0.0004,0.1024,0.1375,0.0956,-0.0419,0.6925,0.936,0.2435,0.0049,0.0298,0.0249,0.2025,0.3399,0.1374,0.3177,0.4596,0.1419,68.5,65.6,-0.029,60.4,53.07,-0.0733,50.27,63.08,0.1281,54.32,57.24,0.0292,0.12570926118137013,0.0011645097936864,107.95,237.59,232.04,0.8336348830246822,-0.06
reason,['higher'],FairSmote,-0.1217,0.0149,0.1366,0.146,0.0894,-0.0566,0.6467,1.0086,0.3619,-0.004,0.0161,0.0201,0.177,0.3355,0.1585,0.289,0.4365,0.1475,68.51,63.69,-0.0482,62.01,50.14,-0.1187,47.24,56.54,0.093,52.77,52.79,0.0002,0.09530925369204744,0.001757866190622696,54.22,221.62,229.08,0.8336348830246822,-0.06
romantic,None,FairSmote,0.09,0.0115,-0.0785,0.1228,0.073,-0.0498,1.6605,1.1099,-0.5506,-0.0034,-0.0196,-0.0161,0.198,0.352,0.154,0.313,0.4624,0.1494,68.41,64.16,-0.0425,60.66,50.41,-0.1025,50.02,60.21,0.1019,54.03,54.5,0.0047,0.10613541317087223,0.0014629152551559937,72.55,227.66,231.03,0.7527138062630524,0.09
romantic,['Medu'],FairSmote,0.0673,0.0792,0.0119,0.1037,0.0858,-0.0179,1.7388,1.162,-0.5768,-0.0256,0.0289,0.0546,0.2092,0.3687,0.1595,0.3027,0.4719,0.1692,65.63,63.6,-0.0203,56.94,50.67,-0.0627,45.42,62.03,0.1661,49.66,55.39,0.0573,0.11071874526662706,0.004534455539693454,24.42,229.82,215.43,0.8336348830246822,-0.06
romantic,['Pstatus'],FairSmote,0.0905,0.0125,-0.078,0.1266,0.0861,-0.0405,1.6743,1.1444,-0.5299,-0.012,-0.0134,-0.0014,0.1937,0.3446,0.1509,0.3102,0.4604,0.1502,68.7,65.12,-0.0358,61.17,51.46,-0.0971,49.95,61.29,0.1134,54.26,55.46,0.012,0.11391099107813306,0.0014480769663119581,78.66,231.69,231.94,0.8336348830246822,0.06
romantic,['age'],FairSmote,0.0812,0.0114,-0.0698,0.1217,0.0643,-0.0574,1.6095,1.0268,-0.5827,-0.0096,0.0274,0.037,0.2025,0.3579,0.1554,0.3177,0.4768,0.1591,68.5,65.22,-0.0328,60.4,52.48,-0.0792,50.27,64.84,0.1457,54.32,57.64,0.0332,0.1279258846827464,0.0015996638477551815,79.97,238.64,231.44,0.9163591402734885,0.03
romantic,['higher'],FairSmote,0.0794,0.066,-0.0134,0.0967,0.1157,0.019,1.5905,1.2169,-0.3736,0.0093,0.0154,0.0061,0.177,0.3452,0.1682,0.289,0.448,0.159,68.51,64.07,-0.0444,62.01,51.07,-0.1094,47.24,58.74,0.115,52.77,54.21,0.0144,0.10419123841283143,0.003364890482177047,30.96,226.25,228.53,1.0,0.0
schoolsup,None,FairSmote,0.1566,0.1273,-0.0293,0.3136,0.22,-0.0936,0.1893,1.8617,1.6724,-0.1905,-0.1325,0.058,0.198,0.3583,0.1603,0.313,0.4277,0.1147,68.41,61.87,-0.0653,60.66,47.63,-0.1303,50.02,52.53,0.0251,54.03,49.63,-0.044,0.07683237457404596,0.020143660091492006,3.81,208.57,231.5,0.9163591402734885,-0.03
schoolsup,['Medu'],FairSmote,0.1862,0.2537,0.0675,0.2924,0.2893,-0.0031,3.2041,1.628,-1.5761,-0.15,-0.0263,0.1238,0.2092,0.4004,0.1912,0.3027,0.4555,0.1528,65.63,60.05,-0.0558,56.94,46.25,-0.1069,45.42,54.32,0.089,49.66,49.76,0.001,0.07507477193948718,0.014586910195195719,5.15,207.71,213.16,1.0,0.0
schoolsup,['Pstatus'],FairSmote,0.1866,0.1695,-0.0171,0.3164,0.2268,-0.0896,0.2997,1.8438,1.5441,-0.1753,-0.0398,0.1356,0.1937,0.3739,0.1802,0.3102,0.4394,0.1292,68.7,60.52,-0.0817,61.17,46.79,-0.1438,49.95,52.56,0.0261,54.26,49.19,-0.0507,0.0732180319442565,0.011554097977010161,6.34,206.29,232.38,0.9163591402734885,0.03
schoolsup,['age'],FairSmote,0.1696,0.1373,-0.0323,0.3253,0.2652,-0.0601,0.2166,1.626,1.4094,-0.1853,-0.1613,0.024,0.2025,0.3595,0.157,0.3177,0.4402,0.1225,68.5,62.35,-0.0615,60.4,48.59,-0.1181,50.27,55.62,0.0535,54.32,51.52,-0.028,0.0868189309355077,0.024588289512633595,3.53,215.05,231.84,0.7527138062630524,-0.09
schoolsup,['higher'],FairSmote,0.1342,0.0773,-0.0569,0.295,0.2091,-0.0859,1.3357,1.7815,0.4458,-0.1865,-0.167,0.0196,0.177,0.3485,0.1715,0.289,0.4152,0.1262,68.51,61.97,-0.0654,62.01,47.76,-0.1425,47.24,51.22,0.0398,52.77,49.18,-0.0359,0.07455534603364572,0.02066803697076525,3.61,207.05,227.84,0.7527138062630524,0.09
sex,None,FairSmote,0.0793,0.0562,-0.0231,0.1274,0.1381,0.0107,1.5162,1.1889,-0.3273,0.0044,0.0246,0.0202,0.198,0.3505,0.1525,0.313,0.4604,0.1474,68.41,64.36,-0.0405,60.66,50.92,-0.0974,50.02,60.58,0.1056,54.03,54.93,0.009,0.10904803359680858,0.004416581224141309,24.69,228.91,231.17,1.0,0.0
sex,['Medu'],FairSmote,0.1321,0.0495,-0.0826,0.135,0.1205,-0.0145,1.7515,1.1319,-0.6196,0.017,0.0308,0.0138,0.2092,0.3892,0.18,0.3027,0.49,0.1873,65.63,63.3,-0.0233,56.94,49.97,-0.0697,45.42,62.75,0.1733,49.66,55.34,0.0568,0.10984359554126603,0.004813572684659011,22.82,229.49,215.32,1.0,0.0
sex,['Pstatus'],FairSmote,0.0628,0.0359,-0.0269,0.121,0.1312,0.0102,1.5184,1.1474,-0.371,-0.0136,0.0348,0.0484,0.1937,0.3513,0.1576,0.3102,0.4662,0.156,68.7,64.74,-0.0396,61.17,51.24,-0.0993,49.95,61.47,0.1152,54.26,55.45,0.0119,0.11306486239722695,0.004805613243176063,23.53,231.02,232.13,0.9163591402734885,-0.03
sex,['age'],FairSmote,0.0693,0.046,-0.0233,0.1395,0.122,-0.0175,1.5392,1.2485,-0.2907,-0.0087,-0.0007,0.008,0.2025,0.3411,0.1386,0.3177,0.4633,0.1456,68.5,65.99,-0.0252,60.4,52.89,-0.0751,50.27,63.25,0.1298,54.32,57.26,0.0294,0.12639764403083653,0.0019473874862090393,64.91,237.63,231.51,1.0,0.0
sex,['higher'],FairSmote,0.0648,0.0445,-0.0203,0.1159,0.1304,0.0145,1.5393,1.2371,-0.3022,-0.0058,0.0053,0.0111,0.177,0.319,0.142,0.289,0.4241,0.1351,68.51,64.94,-0.0357,62.01,51.54,-0.1047,47.24,56.7,0.0946,52.77,53.61,0.0084,0.10173499693587691,0.0022242392390230616,45.74,225.02,228.61,1.0,0.0
studytime,None,FairSmote,-0.2349,0.0378,0.2727,0.2784,0.1132,-0.1652,0.5522,1.1988,0.6466,-0.0116,0.0307,0.0424,0.198,0.3525,0.1545,0.313,0.4709,0.1579,68.41,65.21,-0.032,60.66,51.76,-0.089,50.02,63.11,0.1309,54.03,56.57,0.0254,0.12050952327712572,0.004266567717867677,28.25,234.77,231.16,0.5286121252556877,-0.19
studytime,['Medu'],FairSmote,-0.2206,-0.0134,0.2072,0.3046,0.1457,-0.1589,0.4746,1.0518,0.5772,0.0581,0.0214,-0.0367,0.2092,0.4081,0.1989,0.3027,0.5103,0.2076,65.63,62.43,-0.032,56.94,49.04,-0.079,45.42,65.31,0.1989,49.66,55.47,0.0581,0.11092164452470618,0.0021223259970024003,52.26,230.57,215.72,0.5995101785600032,-0.16
studytime,['Pstatus'],FairSmote,-0.2054,0.0272,0.2326,0.2679,0.0841,-0.1838,0.5515,1.1275,0.576,0.0139,0.01,-0.0038,0.1937,0.3676,0.1739,0.3102,0.4653,0.1551,68.7,62.92,-0.0577,61.17,49.91,-0.1126,49.95,60.08,0.1013,54.26,54.09,-0.0017,0.10205886803316462,0.0018917567488590263,53.95,225.34,232.23,0.9163591402734885,-0.03
studytime,['age'],FairSmote,-0.2193,0.0033,0.2226,0.2768,0.1385,-0.1383,0.5626,1.0733,0.5107,0.0001,0.0157,0.0156,0.2025,0.3698,0.1673,0.3177,0.4805,0.1628,68.5,63.69,-0.0482,60.4,50.65,-0.0975,50.27,62.82,0.1255,54.32,55.65,0.0133,0.11277122886060578,0.0017081448387641033,66.02,231.19,231.57,0.5995101785600032,-0.16
studytime,['higher'],FairSmote,-0.2193,0.01,0.2293,0.264,0.1164,-0.1476,0.496,1.0669,0.5709,-0.0015,0.038,0.0395,0.177,0.3676,0.1906,0.289,0.4614,0.1724,68.51,62.54,-0.0597,62.01,49.33,-0.1268,47.24,58.95,0.1171,52.77,53.27,0.005,0.09687792204598847,0.002260840691926656,42.85,222.44,228.72,0.5995101785600032,-0.16
traveltime,None,FairSmote,0.1934,0.032,-0.1614,0.2343,0.1283,-0.106,1.1391,1.257,0.1179,-0.0589,-0.0179,0.041,0.198,0.4076,0.2096,0.313,0.477,0.164,68.41,59.28,-0.0913,60.66,46.85,-0.1381,50.02,57.76,0.0774,54.03,51.22,-0.0281,0.08216994453718096,0.0026682324097994847,30.8,213.22,231.12,0.6744240722352938,0.12
traveltime,['Medu'],FairSmote,0.1972,0.0681,-0.1291,0.2247,0.1649,-0.0598,0.8566,1.366,0.5094,-0.0253,-0.0036,0.0217,0.2092,0.4354,0.2262,0.3027,0.498,0.1953,65.63,57.36,-0.0827,56.94,45.88,-0.1106,45.42,58.3,0.1288,49.66,50.49,0.0083,0.07746131123562855,0.0036517622405880016,21.21,209.98,216.06,1.0,0.0
traveltime,['Pstatus'],FairSmote,0.1885,-0.0219,-0.2104,0.2314,0.1252,-0.1062,1.1973,1.1265,-0.0708,-0.0608,-0.0723,-0.0116,0.1937,0.4191,0.2254,0.3102,0.4846,0.1744,68.7,58.51,-0.1018,61.17,46.48,-0.1469,49.95,58.02,0.0807,54.26,50.99,-0.0327,0.0804624926474523,0.003438976289311591,23.4,212.07,232.02,0.5286121252556877,0.19
traveltime,['age'],FairSmote,0.1989,0.0518,-0.1471,0.2397,0.1468,-0.0929,1.2445,1.3678,0.1233,-0.0576,0.0073,0.0649,0.2025,0.4179,0.2154,0.3177,0.4914,0.1737,68.5,59.18,-0.0932,60.4,46.61,-0.1379,50.27,59.38,0.0911,54.32,51.59,-0.0273,0.08450771161869104,0.0035838388338719665,23.58,214.74,231.38,0.6744240722352938,0.12
traveltime,['higher'],FairSmote,0.1698,0.0185,-0.1513,0.2087,0.1525,-0.0562,1.1358,1.2502,0.1144,-0.0561,-0.0146,0.0415,0.177,0.4143,0.2373,0.289,0.4797,0.1907,68.51,58.23,-0.1028,62.01,45.55,-0.1646,47.24,56.11,0.0887,52.77,49.69,-0.0308,0.07394506467174532,0.0025662237757147206,28.81,207.68,228.61,0.6744240722352938,0.12
Fjob,None,LRTDD,-0.0089,-0.0338,-0.0249,0.0845,0.1219,0.0374,0.8668,0.9016,0.0348,0.0455,0.0558,0.0102,0.198,0.2745,0.0765,0.313,0.3831,0.0701,68.41,65.41,-0.03,60.66,53.32,-0.0734,50.02,52.39,0.0237,54.03,52.35,-0.0168,0.0956548856605643,0.002522898078146881,37.91,221.89,231.89,0.9163591402734885,0.03
Fjob,['Medu'],LRTDD,-0.0685,-0.0125,0.056,0.1297,0.1029,-0.0268,0.7069,0.8878,0.1809,0.0625,0.0695,0.0071,0.2092,0.2482,0.039,0.3027,0.3254,0.0227,65.63,62.74,-0.0289,56.94,50.62,-0.0632,45.42,42.63,-0.0279,49.66,45.72,-0.0394,0.06190138699551692,0.0020556272792328,30.11,200.19,216.27,0.9163591402734885,0.03
Fjob,['Pstatus'],LRTDD,-0.0159,-0.0267,-0.0108,0.0944,0.1138,0.0194,0.8318,0.9205,0.0887,0.0534,0.0392,-0.0143,0.1937,0.2371,0.0434,0.3102,0.3494,0.0392,68.7,67.04,-0.0165,61.17,55.79,-0.0538,49.95,49.86,-0.0009,54.26,52.22,-0.0204,0.09738793018409536,0.0020847201300926,46.72,223.36,232.84,0.8336348830246822,0.06
Fjob,['age'],LRTDD,-0.0133,-0.0446,-0.0313,0.0834,0.1271,0.0437,0.82,0.8541,0.0341,0.0575,0.0499,-0.0075,0.2025,0.278,0.0755,0.3177,0.3945,0.0768,68.5,66.38,-0.0212,60.4,55.33,-0.0507,50.27,56.55,0.0628,54.32,55.37,0.0105,0.11500197285211249,0.0026791187882208756,42.93,232.06,232.28,0.9163591402734885,-0.03
Fjob,['higher'],LRTDD,-0.0239,-0.0099,0.014,0.1144,0.1214,0.007,0.7928,0.9665,0.1737,0.0528,0.0762,0.0234,0.177,0.2079,0.0309,0.289,0.3189,0.0299,68.51,67.44,-0.0107,62.01,57.97,-0.0404,47.24,47.51,0.0027,52.77,51.74,-0.0103,0.09609612968926669,0.0020965937100030003,45.83,223.11,229.3,0.9163591402734885,-0.03
Medu,None,LRTDD,0.2379,-0.0124,-0.2503,0.3287,0.1029,-0.2258,3.9035,1.0766,-2.8269,-0.076,0.0227,0.0987,0.198,0.2746,0.0766,0.313,0.3609,0.0479,68.41,63.02,-0.0539,60.66,51.24,-0.0942,50.02,47.61,-0.0241,54.03,48.65,-0.0538,0.07479448147613077,0.0018851999323017002,39.67,208.84,228.15,0.5286121252556877,0.19
Medu,['Pstatus'],LRTDD,0.236,0.0031,-0.2329,0.3279,0.0843,-0.2436,3.8956,1.1388,-2.7568,-0.0857,0.026,0.1117,0.1937,0.2354,0.0417,0.3102,0.3169,0.0067,68.7,63.6,-0.0509,61.17,51.93,-0.0924,49.95,42.62,-0.0733,54.26,46.05,-0.0821,0.06482496333237775,0.0017884738295815452,36.25,202.48,229.08,0.5286121252556877,0.19
Medu,['age'],LRTDD,0.2511,-0.0125,-0.2636,0.3277,0.0765,-0.2512,3.7896,1.1131,-2.6765,-0.0633,-0.0208,0.0425,0.2025,0.2611,0.0586,0.3177,0.3649,0.0472,68.5,64.94,-0.0356,60.4,54.73,-0.0567,50.27,51.64,0.0137,54.32,52.2,-0.0212,0.09580438892117144,0.0015376341696343202,62.31,221.79,228.67,0.7527138062630524,0.09
Medu,['higher'],LRTDD,0.244,0.0234,-0.2206,0.3451,0.0735,-0.2716,5.3151,1.4367,-3.8784,-0.0991,0.0162,0.1153,0.177,0.2197,0.0427,0.289,0.2909,0.0019,68.51,62.94,-0.0557,62.01,51.77,-0.1024,47.24,38.85,-0.0839,52.77,43.45,-0.0932,0.05500173072619711,0.002828044048176787,19.45,194.97,224.05,0.5286121252556877,0.19
Pstatus,None,LRTDD,-0.1183,-0.0278,0.0905,0.1266,0.0959,-0.0307,0.8723,0.9998,0.1275,-0.0282,-0.0786,-0.0504,0.198,0.2072,0.0092,0.313,0.2977,-0.0153,68.41,65.52,-0.0289,60.66,55.12,-0.0554,50.02,42.13,-0.0789,54.03,47.39,-0.0664,0.07210850903637334,0.0027175001868144006,26.53,208.4,231.48,0.8336348830246822,0.06
Pstatus,['Medu'],LRTDD,-0.0781,0.0415,0.1196,0.1423,0.1185,-0.0238,0.9482,1.5218,0.5736,0.0052,-0.0463,-0.0515,0.2092,0.2427,0.0335,0.3027,0.3265,0.0238,65.63,63.61,-0.0203,56.94,52.01,-0.0493,45.42,43.93,-0.0149,49.66,47.06,-0.026,0.06839011952713833,0.004288710802609716,15.95,204.37,216.03,0.9163591402734885,0.03
Pstatus,['age'],LRTDD,-0.0946,0.0655,0.1601,0.1208,0.1137,-0.0071,0.9515,1.7927,0.8412,-0.0296,-0.0525,-0.0228,0.2025,0.1902,-0.0123,0.3177,0.2958,-0.0219,68.5,67.45,-0.0106,60.4,59.36,-0.0104,50.27,45.3,-0.0497,54.32,50.93,-0.0339,0.0923667968723077,0.006106973996112,15.12,220.46,231.87,0.9163591402734885,0.03
Pstatus,['higher'],LRTDD,-0.07,0.0622,0.1322,0.0986,0.1287,0.0301,1.1555,1.6952,0.5397,-0.0963,-0.0523,0.0439,0.177,0.1664,-0.0106,0.289,0.2631,-0.0259,68.51,67.25,-0.0126,62.01,59.56,-0.0245,47.24,40.34,-0.069,52.77,47.7,-0.0507,0.07707596872193405,0.005755787380947882,13.39,212.39,228.78,0.9163591402734885,-0.03
Walc,None,LRTDD,0.1766,0.086,-0.0906,0.2715,0.1662,-0.1053,3.8154,1.6643,-2.1511,-0.0898,-0.0434,0.0464,0.198,0.3208,0.1228,0.313,0.4288,0.1158,68.41,64.46,-0.0395,60.66,52.71,-0.0795,50.02,57.98,0.0796,54.03,54.62,0.0059,0.10759974692570001,0.006715442408233934,16.02,227.3,228.3,0.8336348830246822,0.06
Walc,['Medu'],LRTDD,0.2473,0.0596,-0.1877,0.3126,0.1275,-0.1851,2.7719,2.0616,-0.7103,-0.0584,-0.0708,-0.0124,0.2092,0.1923,-0.0169,0.3027,0.2585,-0.0442,65.63,62.94,-0.0269,56.94,52.24,-0.047,45.42,35.02,-0.104,49.66,41.26,-0.084,0.0475120568902315,0.008259088537405443,5.75,188.56,213.88,0.5286121252556877,0.19
Walc,['Pstatus'],LRTDD,0.1707,0.1045,-0.0662,0.2849,0.175,-0.1099,3.0876,1.6533,-1.4343,-0.1273,-0.027,0.1003,0.1937,0.3298,0.1361,0.3102,0.4403,0.1301,68.7,64.46,-0.0424,61.17,52.48,-0.0869,49.95,59.22,0.0927,54.26,55.09,0.0083,0.11035982135394462,0.00635201469352488,17.37,228.82,229.83,0.9163591402734885,0.03
Walc,['age'],LRTDD,0.1829,0.1176,-0.0653,0.2835,0.1945,-0.089,3.8394,1.8387,-2.0007,-0.102,-0.0401,0.0619,0.2025,0.2948,0.0923,0.3177,0.4108,0.0931,68.5,65.9,-0.026,60.4,55.11,-0.0529,50.27,58.63,0.0836,54.32,56.12,0.018,0.11950297810341,0.008852016693804482,13.5,233.07,228.58,1.0,0.0
Walc,['higher'],LRTDD,0.1696,0.1037,-0.0659,0.2742,0.1734,-0.1008,1.897,1.8839,-0.0131,-0.1114,-0.0383,0.0731,0.177,0.2482,0.0712,0.289,0.3446,0.0556,68.51,65.43,-0.0308,62.01,55.04,-0.0697,47.24,48.19,0.0095,52.77,50.74,-0.0203,0.08805361164767883,0.007459077739211998,11.8,216.73,227.57,0.8336348830246822,0.06
absences,None,LRTDD,0.2891,-0.1398,-0.4289,0.387,0.1764,-0.2106,0.0,0.9008,0.9008,-0.1297,0.049,0.1787,0.198,0.3669,0.1689,0.313,0.4787,0.1657,68.41,63.11,-0.0529,60.66,51.22,-0.0944,50.02,62.97,0.1295,54.03,55.78,0.0175,0.11354831899072426,0.0089525305831008,12.68,230.99,231.73,0.5995101785600032,-0.16
absences,['Medu'],LRTDD,0.3083,-0.272,-0.5803,0.3828,0.2936,-0.0892,0.0,0.5417,0.5417,-0.0978,0.1073,0.2052,0.2092,0.2524,0.0432,0.3027,0.3313,0.0286,65.63,62.75,-0.0288,56.94,51.14,-0.058,45.42,43.8,-0.0162,49.66,46.46,-0.032,0.06529838156496044,0.02312926681215487,2.82,201.69,216.36,1.0,0.0
absences,['Pstatus'],LRTDD,0.2888,-0.1298,-0.4186,0.3906,0.1873,-0.2033,0.0,1.0274,1.0274,-0.1351,0.0344,0.1695,0.1937,0.3925,0.1988,0.3102,0.4998,0.1896,68.7,62.35,-0.0635,61.17,50.25,-0.1092,49.95,64.61,0.1466,54.26,55.85,0.0159,0.11304950145562502,0.00847314916943264,13.34,230.91,232.66,0.5286121252556877,-0.19
absences,['age'],LRTDD,0.2946,-0.0008,-0.2954,0.3944,0.0975,-0.2969,0.0,1.4053,1.4053,-0.1295,0.0663,0.1957,0.2025,0.339,0.1365,0.3177,0.45,0.1323,68.5,63.69,-0.0481,60.4,52.49,-0.0791,50.27,60.87,0.106,54.32,55.42,0.011,0.11278357809580296,0.00247659376674606,45.54,230.51,232.08,0.5286121252556877,-0.19
