"Swap 
 Percentage",Measurement,Feature,oldpeak,chol,ca,age,fbs,sex,cp,thal,restecg,thalach,exang,trestbps,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Total variation
 distance",trestbps,0.0514/0.0186,-,-,-,0.0133/0.0091,-,-,-,-,-,-,-,,0.03500323206205557,0.03500323206205557,0.048856045914869424,0.12009702715585063,[],"[0.01861471861471861, 0.00909090909090909]","[0.08858187564069914, 0.031515151515151496]"
30%,"Jensen-Shannon
 divergence",trestbps,0.0221/0.0091,-,-,-,0.0076/0.0036,-,-,-,-,-,-,-,,0.01879737463139351,0.01879737463139351,0.025141920794686003,0.04242970690368022,[],"[0.00906061612620551, 0.00362847620037948]","[0.031178130556898366, 0.01125157634678185]"
50%,"Hellinger
 distance",trestbps,0.0576/0.0239,-,-,-,0.0337/0.0494,-,-,-,-,-,-,-,,0.047701199638838766,0.047701199638838766,0.08432460433839045,0.16455709268923513,[],"[0.023850599819419383, 0.049396209579684]","[0.08143104137419495, 0.08312605131504018]"
50%,"Wasserstein
 distance",trestbps,0.0037/0.0016,-,-,-,0.0021/0.0027,-,-,-,-,-,-,-,,0.00209295407843052,0.00209295407843052,0.00420395086443371,0.01003174541040832,[],"[0.00156971555882289, 0.00265227801318349]","[0.00526847061122164, 0.00476327479918668]"
50%,"Total variation
 distance",trestbps,0.0614/0.02,-,-,-,0.0344/0.0367,-,-,-,-,-,-,-,,0.042692307692307675,0.042692307692307675,0.07102725705666879,0.20910412085334673,[],"[0.01999999999999998, 0.036669898728722235]","[0.10141025641025633, 0.1076938644430904]"
50%,"Jensen-Shannon
 divergence",trestbps,0.0212/0.009,-,-,-,0.0126/0.0188,-,-,-,-,-,-,-,,0.01774959038284888,0.01774959038284888,0.031652322000987825,0.06155603307619874,[],"[0.00899004302886872, 0.01881542020740917]","[0.03018037178108188, 0.03137566129511686]"
70%,"Hellinger
 distance",trestbps,0.0715/0.0675,-,-,-,0.0337/0.0773,-,-,-,-,-,-,-,,0.009879241915936799,0.009879241915936799,0.08227854634461755,0.2500153166626017,[],"[0.06745968347071236, 0.07733892538664916]","[0.13894654954059632, 0.11106876712200534]"
70%,"Wasserstein
 distance",trestbps,0.0053/0.0043,-,-,-,0.0021/0.0048,-,-,-,-,-,-,-,,0.00052323851960763,0.00052323851960763,0.0050339154127768395,0.01640082118356325,[],"[0.0042580789871517295, 0.0047632747991866895]","[0.00952654959837337, 0.00687427158518988]"
70%,"Total variation
 distance",trestbps,0.0761/0.0642,-,-,-,0.0246/0.0709,-,-,-,-,-,-,-,,0.00833333333333333,0.00833333333333333,0.07587574190515363,0.3708068157332861,[],"[0.06420745920745916, 0.07087735793618144]","[0.20446876652758994, 0.1663380492056962]"
70%,"Jensen-Shannon
 divergence",trestbps,0.0263/0.0252,-,-,-,0.0129/0.029,-,-,-,-,-,-,-,,0.00365551666112275,0.00365551666112275,0.03073247153152224,0.09329403569465242,[],"[0.02520214308971646, 0.028951766651082518]","[0.05145715149679433, 0.041836884197858096]"
10%,"Hellinger
 distance",chol,-,-,0.0/0.0,-,-,-,0.0/0.0,-,0.0099/0.0198,-,0.0/0.0,-,,0.0,0.0,0.009879241915936799,0.029637725747810397,[],"[0.0, 0.0, 0.019758483831873598, 0.0]","[0.0, 0.0, 0.029637725747810397, 0.0]"
10%,"Wasserstein
 distance",chol,-,-,0.0/0.0,-,-,-,0.0/0.0,-,0.0005/0.001,-,0.0/0.0,-,,0.0,0.0,0.00052323851960763,0.00156971555882289,[],"[0.0, 0.0, 0.00104647703921526, 0.0]","[0.0, 0.0, 0.00156971555882289, 0.0]"
10%,"Total variation
 distance",chol,-,-,0.0/0.0,-,-,-,0.0/0.0,-,0.005/0.0159,-,0.0/0.0,-,,0.0,0.0,0.00794117647058823,0.03676470588235291,[],"[0.0, 0.0, 0.01588235294117646, 0.0]","[0.0, 0.0, 0.03676470588235291, 0.0]"
10%,"Jensen-Shannon
 divergence",chol,-,-,0.0/0.0,-,-,-,0.0/0.0,-,0.0039/0.0074,-,0.0/0.0,-,,0.0,0.0,0.0037012136276616454,0.01129847482474993,[],"[0.0, 0.0, 0.007402427255323291, 0.0]","[0.0, 0.0, 0.01129847482474993, 0.0]"
30%,"Hellinger
 distance",chol,-,-,0.0198/0.0617,-,-,-,0.0/0.0198,-,0.014/0.0716,-,0.0296/0.0337,-,,0.01397135790348258,0.01397135790348258,0.10732769918738722,0.25008025005097584,[],"[0.06167255754232135, 0.019758483831873598, 0.07155179945825814, 0.03372984173535618]","[0.08143104137419495, 0.019758483831873598, 0.08552315736174072, 0.06336756748316658]"
30%,"Wasserstein
 distance",chol,-,-,0.001/0.0032,-,-,-,0.0/0.001,-,0.001/0.0027,-,0.0016/0.0021,-,,0.00104647703921526,0.00104647703921526,0.005539111224811795,0.01264793800844648,[],"[0.0031755165327911295, 0.00104647703921526, 0.00265227801318349, 0.00211099678600319]","[0.00422199357200639, 0.00104647703921526, 0.00369875505239875, 0.00368071234482608]"
30%,"Total variation
 distance",chol,-,-,0.0125/0.0511,-,-,-,0.0/0.0136,-,0.0095/0.0572,-,0.0204/0.025,-,,0.00999999999999999,0.00999999999999999,0.08348567583087704,0.3364001478397762,[],"[0.05114219114219113, 0.013596491228070171, 0.0572326692914928, 0.024999999999999988]","[0.11483340189222538, 0.027192982456140342, 0.12398914810679512, 0.07038461538461532]"
30%,"Jensen-Shannon
 divergence",chol,-,-,0.0075/0.0232,-,-,-,0.0/0.0075,-,0.0054/0.0268,-,0.0113/0.0129,-,,0.00538801670758357,0.00538801670758357,0.0405964709406433,0.09465224720995737,[],"[0.02318566876314792, 0.0075188855048651, 0.02683830410808093, 0.01287405009002551]","[0.03072648004995827, 0.0075188855048651, 0.03227044403390696, 0.02413643762122704]"
50%,"Hellinger
 distance",chol,-,-,0.027/0.0819,-,-,-,0.0099/0.0296,-,0.0198/0.0788,-,0.0337/0.0593,-,,0.01397135790348258,0.01397135790348258,0.13878184852377817,0.3399791395783612,[],"[0.08192389751617202, 0.0296377257478104, 0.07878390648098797, 0.0592754514956208]","[0.10891448837077544, 0.039516967663747196, 0.09854239031286158, 0.09300529323097698]"
50%,"Wasserstein
 distance",chol,-,-,0.0021/0.0053,-,-,-,0.0005/0.0016,-,0.0021/0.0037,-,0.0021/0.0042,-,,0.00104647703921526,0.00104647703921526,0.00844398714401277,0.02159712096449421,[],"[0.0052865133187943196, 0.00156971555882289, 0.0037167977599714295, 0.00422199357200638]","[0.00737946739722484, 0.00209295407843052, 0.00580975183840195, 0.0063149476504369]"
50%,"Total variation
 distance",chol,-,-,0.0213/0.0773,-,-,-,0.0062/0.025,-,0.02/0.0718,-,0.0254/0.0538,-,,0.00999999999999999,0.00999999999999999,0.12394114141792158,0.5287210755360908,[],"[0.07731628021101702, 0.024999999999999988, 0.07175647881530232, 0.05380952380952379]","[0.1759775896618001, 0.05624999999999997, 0.16351295763060464, 0.13298052824368609]"
50%,"Jensen-Shannon
 divergence",chol,-,-,0.0102/0.0306,-,-,-,0.0038/0.0113,-,0.0073/0.0295,-,0.0127/0.0221,-,,0.00538801670758357,0.00538801670758357,0.05208716578791843,0.12742282385560294,[],"[0.030595565086598102, 0.01128802652550158, 0.02946277912470041, 0.02205192742386964]","[0.04082953141167015, 0.015058074787717689, 0.03674371748610964, 0.03479150017010546]"
70%,"Hellinger
 distance",chol,-,-,0.0296/0.1197,-,-,-,0.0535/0.0239,-,0.027/0.1188,-,0.0436/0.0913,-,,0.01397135790348258,0.01397135790348258,0.19082159222115128,0.5074261944562739,[],"[0.119745855239074, 0.023850599819419383, 0.11879373028671225, 0.09131028329013174]","[0.1493835809868844, 0.07733892538664916, 0.14578432114131568, 0.13491936694142473]"
70%,"Wasserstein
 distance",chol,-,-,0.0016/0.0079,-,-,-,0.0032/0.0016,-,0.0021/0.0048,-,0.0026/0.0069,-,,0.00104647703921526,0.00104647703921526,0.011628525030590243,0.030636517458405316,[],"[0.00793879133197783, 0.00156971555882289, 0.0047632747991866895, 0.006892314292762559]","[0.00952654959837339, 0.00472718938404134, 0.00685622887761721, 0.009526549598373379]"
70%,"Total variation
 distance",chol,-,-,0.0157/0.123,-,-,-,0.0426/0.0194,-,0.0221/0.114,-,0.032/0.0919,-,,0.00999999999999999,0.00999999999999999,0.1841888308200227,0.8091879577251091,[],"[0.12298436212909894, 0.01944444444444444, 0.11404908816673517, 0.09189976689976687]","[0.26164854881960137, 0.08147069433834138, 0.2502410334763275, 0.21582768109083889]"
70%,"Jensen-Shannon
 divergence",chol,-,-,0.0117/0.0445,-,-,-,0.0201/0.009,-,0.0102/0.0447,-,0.0166/0.0339,-,,0.00538801670758357,0.00538801670758357,0.07143604180551806,0.19066367731294528,[],"[0.04453361284966427, 0.00895839528588948, 0.044745783295325345, 0.03385825876498988]","[0.056281200369053, 0.02906061464098934, 0.054908686565395486, 0.05041317573750744]"
10%,"Hellinger
 distance",fbs,0.0099/0.0395,-,-,-,-,-,-,-,-,0.0436/0.0535,-,-,,0.019758483831873598,0.019758483831873598,0.0662611304473621,0.14649361879820674,[],"[0.039516967663747196, 0.05348832556722978]","[0.04939620957968399, 0.09709740921852275]"
10%,"Wasserstein
 distance",fbs,0.0005/0.0021,-,-,-,-,-,-,-,-,0.0016/0.0021,-,-,,0.00106451974678793,0.00106451974678793,0.003166495179004785,0.00633299035800957,[],"[0.00211099678600319, 0.00209295407843052]","[0.00265227801318349, 0.00368071234482608]"
10%,"Total variation
 distance",fbs,0.0083/0.029,-,-,-,-,-,-,-,-,0.0308/0.0407,-,-,,0.013574660633484151,0.013574660633484151,0.04840152086475612,0.17841000502765192,[],"[0.02895927601809951, 0.04069444444444442]","[0.06625188536953235, 0.11215811965811957]"
10%,"Jensen-Shannon
 divergence",fbs,0.0037/0.0149,-,-,-,-,-,-,-,-,0.0164/0.0202,-,-,,0.00755677300899151,0.00755677300899151,0.025104688028116766,0.05525791389738943,[],"[0.014923112970766672, 0.02017271706748384]","[0.018650165547742403, 0.03660774834964703]"
30%,"Hellinger
 distance",fbs,0.0566/0.0887,-,-,-,-,-,-,-,-,0.0378/0.1142,-,-,,0.049396209579684,0.049396209579684,0.1508321628567411,0.29732218087942996,[],"[0.08866314839692477, 0.11420875815718941]","[0.1452914649993386, 0.15203071588009137]"
30%,"Wasserstein
 distance",fbs,0.0037/0.0053,-,-,-,-,-,-,-,-,0.0027/0.0063,-,-,,0.00263423530561082,0.00263423530561082,0.00843496579022643,0.0180066221575315,[],"[0.0052865133187943196, 0.0063149476504369]","[0.00902135378633843, 0.00898526837119307]"
30%,"Total variation
 distance",fbs,0.054/0.081,-,-,-,-,-,-,-,-,0.0368/0.1119,-,-,,0.035241327300150796,0.035241327300150796,0.13167042301523718,0.47650716070994686,[],"[0.0809556130144365, 0.11190257841573625]","[0.21588881706528756, 0.2606183436446593]"
30%,"Jensen-Shannon
 divergence",fbs,0.0211/0.0332,-,-,-,-,-,-,-,-,0.0141/0.0427,-,-,,0.01876385390066336,0.01876385390066336,0.05670577289167257,0.11108927823969415,[],"[0.033229106929661176, 0.042654731052357245]","[0.05430066787415066, 0.056788610365543495]"
50%,"Hellinger
 distance",fbs,0.0576/0.1395,-,-,-,-,-,-,-,-,0.0846/0.1878,-,-,,0.07733892538664916,0.07733892538664916,0.24097997894156958,0.4694335810739954,[],"[0.13950433907094759, 0.18777776803889326]","[0.19708478062572315, 0.27234880044827225]"
50%,"Wasserstein
 distance",fbs,0.0037/0.0122,-,-,-,-,-,-,-,-,0.0047/0.0137,-,-,,0.00474523209161401,0.00474523209161401,0.01769087477500968,0.03435331521837678,[],"[0.01219687031912958, 0.01369441504766176]","[0.01593171078667368, 0.018421604431703098]"
50%,"Total variation
 distance",fbs,0.0562/0.1558,-,-,-,-,-,-,-,-,0.0703/0.2576,-,-,,0.06690799396681744,0.06690799396681744,0.273566682500506,0.9531605894105892,[],"[0.1557581307581307, 0.2575592463092463]","[0.36776168276168264, 0.5853989066489066]"
50%,"Jensen-Shannon
 divergence",fbs,0.0214/0.0514,-,-,-,-,-,-,-,-,0.0321/0.0684,-,-,,0.02899904701610097,0.02899904701610097,0.08890519383043913,0.17331353411344058,[],"[0.0513860151774556, 0.0684262784512207]","[0.07281141556903811, 0.10050211854440248]"
70%,"Hellinger
 distance",fbs,0.1125/0.1768,-,-,-,-,-,-,-,-,0.1002/0.1885,-,-,,0.1043295162412526,0.1043295162412526,0.2869908662293205,0.5780738484461867,[],"[0.17680204694875906, 0.18852065302737675]","[0.2893157951651032, 0.28875805328108356]"
70%,"Wasserstein
 distance",fbs,0.0069/0.0169,-,-,-,-,-,-,-,-,0.0053/0.0153,-,-,,0.006892314292762559,0.006892314292762559,0.022968366740017662,0.04434897521363977,[],"[0.01685188887288021, 0.01530021602163]","[0.02374420316564277, 0.020604772047997]"
70%,"Total variation
 distance",fbs,0.1059/0.2199,-,-,-,-,-,-,-,-,0.0905/0.2769,-,-,,0.10126696832579178,0.10126696832579178,0.34967772423654764,1.190090824208471,[],"[0.21990231990231984, 0.2769191919191919]","[0.5457151998328467, 0.6443756243756242]"
70%,"Jensen-Shannon
 divergence",fbs,0.0419/0.0641,-,-,-,-,-,-,-,-,0.0376/0.0678,-,-,,0.0388270952388541,0.0388270952388541,0.10478892368055387,0.21143525723981677,[],"[0.06409877940628708, 0.06782487747711247]","[0.10603867360145235, 0.10539658363836443]"
10%,"Hellinger
 distance",restecg,0.0099/0.0,-,0.0395/0.0198,0.0337/0.0,0.0099/0.0198,0.0099/0.0099,0.0099/0.0494,0.0296/0.0954,-,-,0.0198/0.0198,0.0198/0.1347,,0.0,0.0,0.1743113201819187,0.5305411108382456,[],"[0.0, 0.019758483831873598, 0.0, 0.019758483831873598, 0.009879241915936799, 0.049396209579684, 0.09540239927767752, 0.019758483831873598, 0.1346693380949183]","[0.009879241915936799, 0.059275451495620794, 0.03372984173535618, 0.029637725747810397, 0.019758483831873598, 0.0592754514956208, 0.12504012502548792, 0.039516967663747196, 0.1544278219267919]"
10%,"Wasserstein
 distance",restecg,0.0005/0.0,-,0.0021/0.0011,0.0011/0.0,0.0005/0.0011,0.0005/0.0005,0.0005/0.0027,0.0016/0.0064,-,-,0.0011/0.0011,0.001/0.01,,0.0,0.0,0.011393969832145426,0.03182733615820192,[],"[0.0, 0.00106451974678793, 0.0, 0.00106451974678793, 0.0005412812271803, 0.00265227801318349, 0.0063510330655822496, 0.00106451974678793, 0.01004978811798102]","[0.0005412812271803, 0.00319355924036379, 0.00106451974678793, 0.00160580097396823, 0.0010825624543606, 0.00317551653279112, 0.00793879133197781, 0.00212903949357586, 0.01109626515719628]"
10%,"Total variation
 distance",restecg,0.0077/0.0,-,0.0282/0.0188,0.0204/0.0,0.0077/0.0136,0.0071/0.0077,0.005/0.0332,0.0239/0.0906,-,-,0.0119/0.0136,0.0136/0.135,,0.0,0.0,0.15621303533068231,0.7503382238676353,[],"[0.0, 0.018803418803418792, 0.0, 0.013574660633484151, 0.007692307692307681, 0.03317173023055373, 0.09059274059274056, 0.013574660633484151, 0.13501655207537558]","[0.007692307692307681, 0.06577533577533573, 0.020384615384615362, 0.034841628959275985, 0.022527472527472503, 0.07134346046110746, 0.20511155511155502, 0.0390540831717302, 0.28360776478423533]"
10%,"Jensen-Shannon
 divergence",restecg,0.0038/0.0,-,0.015/0.0073,0.0131/0.0,0.0038/0.0076,0.0038/0.0038,0.0039/0.019,0.0111/0.0355,-,-,0.0077/0.0076,0.0075/0.0501,,0.0,0.0,0.06539561455357469,0.20038211883517365,[],"[0.0, 0.007332517937271391, 0.0, 0.00755677300899151, 0.00375637207495337, 0.01895590479311319, 0.035483563509269636, 0.00755677300899151, 0.050149324774558766]","[0.00375637207495337, 0.02235790526912492, 0.013072744771256289, 0.011313145083944879, 0.00754276557803039, 0.02285195236253983, 0.046581603193613874, 0.01527273481222563, 0.057632895689484466]"
30%,"Hellinger
 distance",restecg,0.0764/0.0648,-,0.0887/0.0535,0.0467/0.0198,0.0296/0.0378,0.0395/0.0239,0.0634/0.0872,0.0747/0.1328,-,-,0.0648/0.0535,0.0576/0.1279,,0.019758483831873598,0.019758483831873598,0.3202928090342396,1.1424747154428685,[],"[0.06481254857750539, 0.05348832556722978, 0.019758483831873598, 0.037821957722901964, 0.023850599819419383, 0.08721816730258597, 0.1327650881901948, 0.05348832556722978, 0.12786515382579133]","[0.14119934901179282, 0.14215147396415456, 0.06650755851835063, 0.06745968347071236, 0.06336756748316658, 0.15058573478575255, 0.207456878683637, 0.11830087414473517, 0.1854455953805669]"
30%,"Wasserstein
 distance",restecg,0.0048/0.0016,-,0.0053/0.0032,0.0032/0.0011,0.0016/0.0016,0.0021/0.0016,0.0037/0.0053,0.0021/0.0068,-,-,0.0037/0.0032,0.0037/0.0073,,0.00106451974678793,0.00106451974678793,0.01689699564181188,0.06183235885156358,[],"[0.00158775826639556, 0.0031935592403637995, 0.00106451974678793, 0.00156971555882289, 0.00160580097396824, 0.0052865133187943196, 0.00683818617004454, 0.0031755165327911295, 0.00734338198207949]","[0.0063871184807276, 0.008480072559158119, 0.00424003627957905, 0.00315747382521845, 0.00371679775997143, 0.00898526837119307, 0.0089672256636204, 0.006892314292762559, 0.0110060516193329]"
30%,"Total variation
 distance",restecg,0.0661/0.0445,-,0.0675/0.045,0.0362/0.0119,0.021/0.0302,0.0305/0.0193,0.0552/0.0692,0.055/0.1076,-,-,0.0531/0.0418,0.0493/0.118,,0.0119047619047619,0.0119047619047619,0.25567176731339125,1.4091383282628733,[],"[0.04447552447552445, 0.04500323206205556, 0.0119047619047619, 0.030241327300150823, 0.01928571428571427, 0.06918904624786976, 0.10764147688060728, 0.041834733893557394, 0.11795819376701726]","[0.15505318211200553, 0.15755548373195422, 0.059973359973359924, 0.08150829562594264, 0.069047619047619, 0.1936062853555113, 0.2703262438045046, 0.13681923468688167, 0.2852486239250944]"
30%,"Jensen-Shannon
 divergence",restecg,0.0286/0.0248,-,0.0338/0.0201,0.0178/0.0077,0.0113/0.0143,0.0149/0.0091,0.0238/0.0333,0.0283/0.0506,-,-,0.0247/0.0203,0.0216/0.0478,,0.0077159618032338105,0.0077159618032338105,0.12173458155164445,0.4328450195650085,[],"[0.02479687221231826, 0.020115248156243878, 0.0077159618032338105, 0.014292448334479629, 0.00913930498638309, 0.03330603954656512, 0.05060384892884543, 0.02025073924266644, 0.04781677628608564]","[0.05344136407791271, 0.05392532475972693, 0.02549468242091085, 0.0256003846399821, 0.02407928904129438, 0.05705893994260381, 0.07885926135605582, 0.044936382395535907, 0.06944939093098597]"
50%,"Hellinger
 distance",restecg,0.0732/0.0909,-,0.077/0.0535,0.079/0.0296,0.0395/0.0436,0.0436/0.0675,0.072/0.1155,0.1313/0.1778,-,-,0.0887/0.0732,0.0337/0.1767,,0.04360908365129298,0.04360908365129298,0.4577658529590272,1.4664572954109154,[],"[0.0908510144797471, 0.05348832556722978, 0.0296377257478104, 0.04360908365129298, 0.06745968347071236, 0.11550938502969257, 0.17778883750825059, 0.07324680939910337, 0.17672267376162926]","[0.16409782387885047, 0.13046753349266665, 0.10867166107530479, 0.08312605131504017, 0.11106876712200534, 0.1875540406299278, 0.3091089446041066, 0.16190995779602815, 0.21045251549698543]"
50%,"Wasserstein
 distance",restecg,0.0032/0.0037,-,0.0042/0.0021,0.0042/0.0016,0.0021/0.0026,0.0016/0.0032,0.0037/0.0079,0.0058/0.0132,-,-,0.0042/0.0042,0.0011/0.0153,,0.00160580097396823,0.00160580097396823,0.028516499318615777,0.08389859021294739,[],"[0.00369875505239875, 0.00211099678600319, 0.00158775826639556, 0.00263423530561082, 0.0031935592403637995, 0.00790270591683247, 0.013189219235626798, 0.00422199357200638, 0.015282173314057323]","[0.00687427158518987, 0.00629690494286423, 0.00580975183840194, 0.00474523209161401, 0.0047813175067593595, 0.01160146096923122, 0.018980928366456068, 0.00846202985158544, 0.016346693060845255]"
50%,"Total variation
 distance",restecg,0.0516/0.0749,-,0.0577/0.0391,0.0642/0.0233,0.0304/0.035,0.0321/0.0562,0.0721/0.1086,0.1025/0.1707,-,-,0.0677/0.0622,0.0214/0.2044,,0.030476190476190455,0.030476190476190455,0.41769163520517993,2.048694967163973,[],"[0.07486013986013981, 0.03905085110967462, 0.02333333333333331, 0.034999999999999976, 0.05621553884711775, 0.10864292570174919, 0.1707125042999656, 0.062171151861554294, 0.20444444444444443]","[0.2013169183757418, 0.13578286163963907, 0.1109040959040958, 0.10037970801128689, 0.1445471968691782, 0.2894351726704667, 0.4439740282077743, 0.19203752516833, 0.43031746031746027]"
50%,"Jensen-Shannon
 divergence",restecg,0.0278/0.0345,-,0.0297/0.0203,0.0299/0.0112,0.0149/0.0165,0.0165/0.0254,0.027/0.0432,0.0502/0.0675,-,-,0.0335/0.0275,0.0131/0.065,,0.01674867511675312,0.01674867511675312,0.17227544586376778,0.5537579879754861,[],"[0.03449815256552293, 0.02026672307982116, 0.011225126467687519, 0.01647607641131073, 0.025413662510212997, 0.04322994078809008, 0.06748885083250926, 0.027474399152260038, 0.06498060968661457]","[0.06230257944701728, 0.05000433614792951, 0.04116339267850795, 0.03137981019150868, 0.04191928330630998, 0.07024492816247892, 0.117681619824186, 0.06101490124315505, 0.07804713697439285]"
70%,"Hellinger
 distance",restecg,0.0819/0.1116,-,0.1252/0.079,0.1084/0.0675,0.0593/0.0846,0.0773/0.0732,0.0814/0.1606,0.1387/0.2194,-,-,0.1366/0.0872,0.0773/0.2766,,0.06167255754232135,0.06167255754232135,0.6415236600975309,2.045960995007448,[],"[0.11156162326398242, 0.07903393532749439, 0.06745968347071236, 0.084571032409379, 0.07324680939910337, 0.1605981153824541, 0.21943330266153227, 0.08721816730258596, 0.2765795358931752]","[0.19348552078015444, 0.20425195426007878, 0.17588131569951074, 0.1438464839049998, 0.15058573478575255, 0.24202915675664904, 0.35812982335562216, 0.22383254418485593, 0.35391846127982435]"
70%,"Wasserstein
 distance",restecg,0.0032/0.0037,-,0.0058/0.0042,0.0053/0.0032,0.0032/0.0047,0.0037/0.0032,0.0032/0.0121,0.0069/0.0189,-,-,0.0058/0.0053,0.0026/0.0417,,0.0031935592403637995,0.0031935592403637995,0.051737463964650954,0.1368178515236087,[],"[0.0037167977599714295, 0.00424003627957905, 0.00317551653279112, 0.00474523209161401, 0.00319355924036379, 0.012142742196411541, 0.0188907148285927, 0.0052865133187943196, 0.041696697200456344]","[0.006928399707907899, 0.010085873533126349, 0.00844398714401276, 0.00792074862440513, 0.0069103570003352195, 0.015336301436775342, 0.02574694370620991, 0.011114307864768939, 0.044330932506067164]"
70%,"Total variation
 distance",restecg,0.0622/0.089,-,0.0829/0.0735,0.0862/0.0543,0.0466/0.0725,0.0597/0.0581,0.063/0.1704,0.1179/0.2227,-,-,0.1114/0.082,0.0572/0.3963,,0.052540792540792525,0.052540792540792525,0.6618960509006104,3.1245892242955433,[],"[0.08898743800059586, 0.07346643552525903, 0.054324009324009284, 0.07245744451626801, 0.05807201570359459, 0.1703528824117059, 0.22270863736404184, 0.08201963671003913, 0.3963220171641224]","[0.24016748731145005, 0.2298507718631557, 0.19481009186891524, 0.19154459704382293, 0.17585246023326506, 0.40371914033678735, 0.5633156263764353, 0.27543934393779584, 0.8498897053239158]"
70%,"Jensen-Shannon
 divergence",restecg,0.0316/0.0425,-,0.0495/0.0296,0.0409/0.0255,0.0223/0.0319,0.0292/0.0277,0.0308/0.0596,0.0525/0.0821,-,-,0.0521/0.0325,0.0292/0.0931,,0.023361031376258813,0.023361031376258813,0.23558060886896107,0.7625421930907375,[],"[0.042534421774994724, 0.029616402645771367, 0.02552163044722595, 0.031881664410491665, 0.027654504783385648, 0.05959672860246342, 0.08207375839098455, 0.03247602198420295, 0.09308402194588426]","[0.07410616052745922, 0.07907834508388409, 0.0664603922845746, 0.05422585967488652, 0.056885750470694385, 0.0904054712359049, 0.1345324854642041, 0.08456842077079063, 0.12227930757833902]"
10%,"Hellinger
 distance",thalach,0.0395/0.0,-,-,-,-,0.0099/0.0296,0.0198/0.0198,-,0.0593/0.0198,-,0.0099/0.0,-,,0.0296377257478104,0.0296377257478104,0.0642150724535892,0.20746408023467278,[],"[0.0, 0.0296377257478104, 0.019758483831873598, 0.019758483831873598, 0.0]","[0.039516967663747196, 0.039516967663747196, 0.039516967663747196, 0.07903393532749439, 0.009879241915936799]"
10%,"Wasserstein
 distance",thalach,0.0021/0.0,-,-,-,-,0.0005/0.0016,0.0011/0.0011,-,0.0032/0.001,-,0.0005/0.0,-,,0.00156971555882289,0.00156971555882289,0.00341007173123593,0.01111430786476892,[],"[0.0, 0.00156971555882289, 0.00106451974678793, 0.00104647703921526, 0.0]","[0.00212903949357586, 0.00209295407843052, 0.00212903949357586, 0.00422199357200638, 0.0005412812271803]"
10%,"Total variation
 distance",thalach,0.0308/0.0,-,-,-,-,0.0048/0.0197,0.0162/0.0136,-,0.0441/0.0159,-,0.0083/0.0,-,,0.019735166793990323,0.019735166793990323,0.04433125697831579,0.20255518990813093,[],"[0.0, 0.019735166793990323, 0.013574660633484151, 0.01588235294117646, 0.0]","[0.030769230769230722, 0.044232238349885405, 0.04338308750073453, 0.07583729995494695, 0.00833333333333333]"
10%,"Jensen-Shannon
 divergence",thalach,0.0149/0.0,-,-,-,-,0.0039/0.0114,0.0074/0.0076,-,0.0225/0.0074,-,0.0037/0.0,-,,0.011358445434574361,0.011358445434574361,0.024517268284018942,0.07873537043150144,[],"[0.0, 0.011358445434574361, 0.00755677300899151, 0.007402427255323291, 0.0]","[0.0148790841116819, 0.015288013734731461, 0.01497164271244765, 0.029869577295664713, 0.00372705257697573]"
30%,"Hellinger
 distance",thalach,0.0756/0.0689,-,-,-,-,0.0805/0.1166,0.0954/0.0549,-,0.1264/0.0872,-,0.1282/0.0296,-,,0.049396209579684,0.049396209579684,0.22804607382013703,0.8634252484183451,[],"[0.06890466456505118, 0.11660586420388994, 0.05493330666156859, 0.08721816730258596, 0.0296377257478104]","[0.1445485800108551, 0.19708478062572315, 0.1503357059392461, 0.21363834003403848, 0.15781784180848238]"
30%,"Wasserstein
 distance",thalach,0.0043/0.0021,-,-,-,-,0.0032/0.0053,0.0042/0.0011,-,0.0095/0.0042,-,0.0085/0.0016,-,,0.00263423530561082,0.00263423530561082,0.009806211565749859,0.04402420647733151,[],"[0.00212903949357587, 0.005322598733939669, 0.00106451974678793, 0.00422199357200638, 0.00160580097396823]","[0.006387118480727609, 0.008516157974303459, 0.0053045560263669895, 0.013748543170379771, 0.010067830825553679]"
30%,"Total variation
 distance",thalach,0.0615/0.0511,-,-,-,-,0.0601/0.0956,0.0738/0.0335,-,0.134/0.0697,-,0.1148/0.0196,-,,0.03980842686725037,0.03980842686725037,0.17456551618316316,0.983236642939328,[],"[0.05114219114219113, 0.09561660561660558, 0.03350140056022408, 0.06965691171573521, 0.01959706959706958]","[0.1637562437562437, 0.25128815628815615, 0.14083729995494695, 0.27331676493441187, 0.15403817800556924]"
30%,"Jensen-Shannon
 divergence",thalach,0.0287/0.0263,-,-,-,-,0.0308/0.0439,0.0361/0.0213,-,0.0469/0.0328,-,0.0484/0.0115,-,,0.01850046693966724,0.01850046693966724,0.08639234203049395,0.3265651403154332,[],"[0.02626364552124546, 0.04388350734822723, 0.021336556213883983, 0.032827707220109595, 0.011472333878187172]","[0.054994995330351806, 0.0746361870228534, 0.057387299157977203, 0.07972376399857735, 0.059822894805673474]"
